KEGG,energy_min,energy_Ha,conf_num,energy_solv_Ha
C02636,-554.3927743749103,-554.392135874998,10,-554.392135874998
C02637,-646.5188559783909,-646.5183495294971,10,-646.5183495294971
C02640,-253.0239580038565,-253.0235922759289,5,-253.0235922759289
C02647,-436.248681557266,-436.24856081016014,10,-436.24856081016014
C02648,-304.61950398559384,-304.61950398559384,1,-304.61950398559384
C02652,-646.5134763222896,-646.5130944359498,10,-646.5130944359498
C02656,-573.8538188538828,-573.8533610704957,10,-573.8533610704957
C02659,-286.04735747000046,-286.04735747000046,1,-286.04735747000046
C02666,-611.5107243438351,-611.5106074315916,10,-611.5106074315916
C02669,-684.7976716721646,-684.7969142613549,10,-684.7969142613549
C02670,-683.5913400168921,-683.590996563311,10,-683.590996563311
C02714,-421.4325152730635,-421.4321009101606,10,-421.4321009101606
C02720,-362.85034467339165,-362.84966217054085,10,-362.84966217054085
C02723,-308.727022200443,-308.7262306744552,10,-308.7262306744552
C02779,-684.7792983840894,-684.778432755224,10,-684.778432755224
C02780,-758.6995997657407,-758.699078186236,10,-758.699078186236
C02781,-610.8764201112333,-610.8756208068091,10,-610.8756208068091
C02782,-686.017250003984,-686.0168770536596,10,-686.0168770536596
C02783,-496.54740680945326,-496.5471191615531,10,-496.5471191615531
C02798,-908.7364019107265,-908.7360002889932,10,-908.7360002889932
C02800,-494.1585640754729,-494.15766851465486,12,-494.15766851465486
C02804,-421.46313794839926,-421.46288287262036,13,-421.46288287262036
C02810,-1254.13557917324,-1254.1349890353379,10,-1254.1349890353379
C02814,-457.05688715239603,-457.0565579772473,10,-457.0565579772473
C02835,-453.7183869340728,-453.7180932296086,10,-453.7180932296086
C02845,-231.99823513410144,-231.99781755947666,10,-231.99781755947666
C02884,-2272.0584228299153,-2272.0582467044565,7,-2272.0582467044565
C02888,-1252.9256731382768,-1252.925154996151,10,-1252.925154996151
C02895,-1139.8037971219583,-1139.803316303882,10,-1139.803316303882
C02903,-287.70066322927124,-287.70026415699874,10,-287.70026415699874
C02912,-269.07977470478556,-269.07905703311627,10,-269.07905703311627
C02923,-421.1715270625169,-421.1713878504618,10,-421.1713878504618
C02928,-645.5727253812688,-645.5720889456892,12,-645.5720889456892
C02946,-514.7673201383245,-514.7671109045012,10,-514.7671109045012
C02953,-848.6302695813612,-848.629481965855,10,-848.629481965855
C02991,-609.6931243741136,-609.6927803076156,10,-609.6927803076156
C02994,-570.4666344392917,-570.4658888237325,10,-570.4658888237325
C03030,-602.336307599879,-602.3362865553121,10,-602.3362865553121
C03044,-308.3067360791063,-308.3059892705826,10,-308.3059892705826
C03056,-397.9974500772896,-397.997129881436,10,-397.997129881436
C03059,-513.0555915204538,-513.0552767404795,10,-513.0552767404795
C03064,-531.2493873229112,-531.2489887490361,10,-531.2489887490361
C03066,-626.2162472821151,-626.2158387976767,10,-626.2158387976767
C03067,-419.96525058405444,-419.96512794607423,11,-419.96512794607423
C03079,-626.21853032621,-626.2179572408265,10,-626.2179572408265
C03088,-528.3931855715448,-528.3926911712124,11,-528.3926911712124
C03107,-684.8003227996368,-684.7998526548264,10,-684.7998526548264
C03134,-248.02906985227327,-248.02899129369467,7,-248.02899129369467
C03153,-570.4693919682554,-570.4689283162134,10,-570.4689283162134
C03167,-720.4725794170612,-720.4716594550581,13,-720.4716594550581
C03177,-1213.709153589584,-1213.708770560343,10,-1213.708770560343
C03194,-249.6887724530286,-249.68851771057868,10,-249.68851771057868
C03196,-570.5122024190849,-570.5116184683866,12,-570.5116184683866
C03197,-382.2467489139616,-382.24600961996566,13,-382.24600961996566
C03217,-683.6434890200953,-683.6429093333683,10,-683.6429093333683
C03228,-384.35996416790175,-384.35960818819945,10,-384.35960818819945
C03232,-983.4116006087552,-983.411191758478,15,-983.411191758478
C03239,-515.191944939523,-515.1915418334697,10,-515.1915418334697
C03241,-459.47361444439133,-459.4729401194063,10,-459.4729401194063
C03251,-1252.9216714506542,-1252.9210252078656,10,-1252.9210252078656
C03269,-684.7768603352935,-684.776215726733,10,-684.776215726733
C03273,-420.25943297158614,-420.2590408186033,12,-420.2590408186033
C03277,-566.8369108125767,-566.8364591057838,10,-566.8364591057838
C03283,-418.54894978247364,-418.5483592563941,10,-418.5483592563941
C03284,-362.84920416248343,-362.8489585109163,10,-362.8489585109163
C03338,-496.28314532517413,-496.2830761920588,10,-496.2830761920588
C03341,-475.9799970247486,-475.9795348401699,10,-475.9795348401699
C03342,-759.9080573393252,-759.9076276469449,18,-759.9076276469449
C03348,-535.7699105974407,-535.7694261256572,10,-535.7694261256572
C03351,-421.1649556182371,-421.1645391032793,20,-421.1645391032793
C03365,-725.2022310767956,-725.2013171007077,10,-725.2013171007077
C03383,-684.7997316042772,-684.7990585431492,18,-684.7990585431492
C03393,-1099.406984016191,-1099.4064439189851,10,-1099.4064439189851
C03394,-1024.2611873292856,-1024.2609455381316,10,-1024.2609455381316
C03401,-379.31659508055645,-379.3164137759924,10,-379.3164137759924
C03433,-1213.7103634189098,-1213.7100146843713,10,-1213.7100146843713
C03440,-475.9706520868193,-475.97051316018593,10,-475.97051316018593
C03458,-473.1030760274737,-473.10206940062665,10,-473.10206940062665
C03459,-605.1764384965977,-605.175711124585,12,-605.175711124585
C03467,-459.491877831429,-459.49105051621075,10,-459.49105051621075
C03494,-1025.4701072620358,-1025.4693791950392,8,-1025.4693791950392
C03499,-460.67826717343155,-460.6775858262932,10,-460.6775858262932
C03500,-459.4762658316202,-459.4753848372115,10,-459.4753848372115
C03505,-834.8273625806761,-834.826926691844,20,-834.826926691844
C03508,-436.7467871715192,-436.7466606347695,10,-436.7466606347695
C03547,-303.79091464199774,-303.7905626114898,10,-303.7905626114898
C03557,-702.2857952940989,-702.2851994582386,15,-702.2851994582386
C03589,-495.36591930327796,-495.36551928064983,15,-495.36551928064983
C03604,-1024.2616319660244,-1024.2611781857509,9,-1024.2611781857509
C03623,-588.6593288473491,-588.6589110652019,10,-588.6589110652019
C03651,-475.96580680467247,-475.9656584430502,10,-475.9656584430502
C03656,-515.2068890439994,-515.2060969895706,10,-515.2060969895706
C03665,-362.8468269366225,-362.8465626099176,10,-362.8465626099176
C03671,-719.24782556772,-719.2475775554301,10,-719.2475775554301
C03678,-437.96076618380584,-437.9602777035792,10,-437.9602777035792
C03736,-1138.5965616101737,-1138.5960699972907,10,-1138.5960699972907
C03739,-385.5594596627942,-385.55906538157404,10,-385.55906538157404
C03741,-475.9660392583385,-475.9657159435795,13,-475.9657159435795
C03743,-532.1693066453124,-532.1690381354749,10,-532.1690381354749
C03752,-741.7266635591465,-741.7260764393249,10,-741.7260764393249
C03771,-624.5155726490415,-624.5152979336582,10,-624.5152979336582
C03817,-568.0521684275948,-568.0518306113163,10,-568.0518306113163
C03824,-512.2900849707574,-512.2896620875653,10,-512.2896620875653
C03826,-570.4709681726188,-570.4705797356186,12,-570.4705797356186
C03828,-1139.0410102866886,-1139.040175429035,10,-1139.040175429035
C03844,-725.1995520931938,-725.1990882432339,10,-725.1990882432339
C03871,-703.4555309732116,-703.4549981016489,10,-703.4549981016489
C03894,-836.0313617089766,-836.0304341653568,10,-836.0304341653568
C03912,-399.64002041879814,-399.6395223816257,10,-399.6395223816257
C03926,-684.8096727271279,-684.8089829554052,10,-684.8089829554052
C03943,-457.7746362336855,-457.7743282594367,10,-457.7743282594367
C03961,-586.992900111552,-586.9926113925276,10,-586.9926113925276
C03980,-1138.6041351325077,-1138.6034684928602,10,-1138.6034684928602
C03981,-530.0739944718013,-530.0738520641911,10,-530.0738520641911
C04053,-683.5931579656101,-683.5924017941217,10,-683.5924017941217
C04076,-515.188487303788,-515.1880459625104,10,-515.1880459625104
C04175,-1629.9985381268825,-1629.998486668501,10,-1629.998486668501
C04181,-495.36574772354226,-495.3650931816584,12,-495.3650931816584
C04272,-496.5779130770825,-496.5773731224999,10,-496.5773731224999
C04280,-815.1542771796464,-815.1539441962775,10,-815.1539441962775
C04281,-474.74155660148847,-474.741269233547,10,-474.741269233547
C04324,-795.5570368870616,-795.5566854189086,10,-795.5566854189086
C04359,-1292.1578291039186,-1292.1575131720706,10,-1292.1575131720706
C04404,-498.7226643129193,-498.7222738981732,10,-498.7222738981732
C04421,-1064.682767047537,-1064.6821343846095,10,-1064.6821343846095
C04442,-1251.7509485872736,-1251.7505721596533,10,-1251.7505721596533
C04462,-1082.875887412153,-1082.874989449282,10,-1082.874989449282
C04484,-720.4139241573839,-720.4135374212858,10,-720.4135374212858
C04575,-758.6923216920846,-758.6915122373091,10,-758.6915122373091
C04670,-572.6325712721709,-572.6322665551338,10,-572.6322665551338
C04673,-813.949513214132,-813.9491090311608,10,-813.9491090311608
C04687,-573.8317719781359,-573.8314281948893,10,-573.8314281948893
C05058,-362.5412729295151,-362.54111850244504,10,-362.54111850244504
C05123,-777.3173536087074,-777.3171133294932,10,-777.3171133294932
C05127,-399.5985547608803,-399.59815799546703,10,-399.59815799546703
C05130,-378.5720376583641,-378.5713839535102,12,-378.5713839535102
C05145,-362.8492262370321,-362.84884973470724,10,-362.84884973470724
C05147,-475.96581573202025,-475.9654467610265,10,-475.9654467610265
C05161,-497.00084499689245,-497.0003304438246,10,-497.0003304438246
C05235,-267.87697705215857,-267.8764935504948,11,-267.8764935504948
C05345,-1252.9398020812419,-1252.9394835195558,8,-1252.9394835195558
C05375,-720.4307606540135,-720.4304634697137,10,-720.4304634697137
C05382,-1367.2595125400392,-1367.2592269686807,10,-1367.2592269686807
C05394,-684.7801682315819,-684.7794176410938,10,-684.7794176410938
C05406,-569.2672970088126,-569.2667592189357,14,-569.2667592189357
C05519,-437.9514862647607,-437.9511347748078,13,-437.9511347748078
C05527,-889.6933620611625,-889.6929211700176,10,-889.6929211700176
C05528,-964.3752989530046,-964.374909405161,10,-964.374909405161
C05572,-549.4530868687351,-549.452549910922,10,-549.452549910922
C05585,-495.0796319612437,-495.07952565187463,15,-495.07952565187463
C05601,-722.8584956622205,-722.8578505727246,10,-722.8578505727246
C05618,-841.0355844496502,-841.035480590278,10,-841.035480590278
C05665,-248.47939132603463,-248.4791132618683,14,-248.4791132618683
C05672,-890.548509902631,-890.548158560473,10,-890.548158560473
C05678,-777.3845668196523,-777.3840787666429,10,-777.3840787666429
C05682,-795.6193890663096,-795.6187899688899,10,-795.6187899688899
C05823,-740.715878078437,-740.7155094747437,10,-740.7155094747437
C05825,-515.1998303660499,-515.199114596123,10,-515.199114596123
C05827,-417.78777744577775,-417.7872411232128,10,-417.7872411232128
C05828,-492.93483052062913,-492.93433966513527,10,-492.93433966513527
C05936,-439.6187574110373,-439.6182632020199,10,-439.6182632020199
C05938,-551.0744373077721,-551.0739969280576,10,-551.0739969280576
C05941,-551.0801697359406,-551.0797603747861,10,-551.0797603747861
C05942,-398.0012142340361,-398.00088694396493,10,-398.00088694396493
C05946,-644.4075854775224,-644.4067753753134,10,-644.4067753753134
C05947,-626.2212139981833,-626.2210723662588,10,-626.2210723662588
C05979,-193.9666048397635,-193.9663964482829,9,-193.9663964482829
C05984,-382.2395641806505,-382.23869865575847,10,-382.23869865575847
C05985,-190.28827514940002,-190.28827514940002,1,-190.28827514940002
C05986,-191.49635397204827,-191.49635397204827,1,-191.49635397204827
C06001,-382.24199007983935,-382.2416295342823,14,-382.2416295342823
C06002,-381.035019311246,-381.0343166721928,12,-381.0343166721928
C06006,-534.5987353460503,-534.5985115937249,10,-534.5985115937249
C06007,-535.7978263581457,-535.7971248176889,10,-535.7971248176889
C06008,-459.4771832050485,-459.4765409444326,10,-459.4765409444326
C06019,-1252.9253021927939,-1252.924734015168,9,-1252.924734015168
C06029,-570.5132393348314,-570.5126813691707,10,-570.5126813691707
C06030,-569.3022108221384,-569.301656545363,10,-569.301656545363
C06032,-570.5119395340313,-570.5112611069563,10,-570.5112611069563
C06054,-1098.1891625025896,-1098.1886430297566,10,-1098.1886430297566
C06055,-1080.0050729438574,-1080.0043187056308,10,-1080.0043187056308
C06056,-513.055861133687,-513.0549403913298,10,-513.0549403913298
C06057,-324.79312208729743,-324.7926724144832,11,-324.7926724144832
C06102,-459.48249600325096,-459.4823089462254,10,-459.4823089462254
C06103,-460.6859453921053,-460.6853530134969,11,-460.6853530134969
C06104,-534.6310437012955,-534.630769803815,14,-534.630769803815
C06105,-383.1457022581313,-383.14566917551593,7,-383.14566917551593
C06108,-327.7952545329955,-327.7949692767436,10,-327.7949692767436
C06142,-233.18895582859238,-233.1884903112017,10,-233.1884903112017
C06144,-304.66481873755004,-304.66447118016805,10,-304.66447118016805
C06145,-229.518846357827,-229.51856249147434,12,-229.51856249147434
C06146,-230.72525281190738,-230.72479911572867,9,-230.72479911572867
C06153,-686.0002978247359,-685.999855895839,10,-685.999855895839
C06158,-609.6956892400121,-609.6952155551988,10,-609.6952155551988
C06159,-609.6967912893818,-609.6963460356735,10,-609.6963460356735
C06202,-419.9697338193814,-419.9697205765316,10,-419.9697205765316
C06231,-494.15411445714017,-494.1539295353979,10,-494.1539295353979
C06255,-420.2531763732849,-420.252799499149,10,-420.252799499149
C06311,-1254.1339942279806,-1254.1335837283498,10,-1254.1335837283498
C06312,-1252.938406251693,-1252.938153296676,10,-1252.938153296676
C06328,-916.146158161623,-916.1460302353686,10,-916.1460302353686
C06369,-1177.8354502031839,-1177.835034847253,10,-1177.835034847253
C06384,-339.20605934726143,-339.2051699582327,10,-339.2051699582327
C06417,-402.065627883221,-402.06527948681776,10,-402.06527948681776
C06418,-441.2873589871078,-441.287103557125,9,-441.287103557125
C06419,-548.6442472900831,-548.6435488478959,9,-548.6435488478959
C06451,-721.6805078086405,-721.6802005129827,10,-721.6802005129827
C06471,-535.7698619304872,-535.769294584601,10,-535.769294584601
C06473,-759.9073412853979,-759.9066793239328,11,-759.9066793239328
C06601,-841.0347589823269,-841.0345396059772,10,-841.0345396059772
C06611,-651.8313437602588,-651.8310495438391,10,-651.8310495438391
C06612,-651.830500980064,-651.8300063185221,10,-651.8300063185221
C06613,-650.6303586460774,-650.6302634214736,2,-650.6302634214736
C06614,-725.7738461984669,-725.7736351601825,10,-725.7736351601825
C06615,-725.7703960064381,-725.7700242754629,10,-725.7700242754629
C06674,-1004.5180585090277,-1004.5179962601226,10,-1004.5179962601226
C06677,-893.5190447307613,-893.5189768107815,8,-893.5189768107815
C06678,-968.6234882726969,-968.6231437868978,15,-968.6231437868978
C06679,-967.4231892702904,-967.4231733898555,2,-967.4231733898555
C06730,-421.1710170467403,-421.1709436238854,10,-421.1709436238854
C06735,-209.25038172140682,-209.2503275214199,11,-209.2503275214199
C06748,-174.5809719781358,-174.5809719781358,1,-174.5809719781358
C06753,-613.8371667304107,-613.8366271278406,9,-613.8366271278406
C06754,-612.6280635671144,-612.627578856076,10,-612.627578856076
C06755,-687.773009241287,-687.7724543198872,10,-687.7724543198872
C06760,-571.3703041736386,-571.370215334419,10,-571.370215334419
C06762,-534.5879866567864,-534.5873399393562,10,-534.5873399393562
C06763,-666.5854707016621,-666.5852508953745,10,-666.5852508953745
C06813,-435.8994672100843,-435.89945629849905,3,-435.89945629849905
C06814,-1138.5908377715098,-1138.590319766442,10,-1138.590319766442
C06892,-684.811423164571,-684.8110132547733,19,-684.8110132547733
C06990,-690.8127985593854,-690.8127985593854,1,-690.8127985593854
C07102,-916.146244687734,-916.1461901727408,10,-916.1461901727408
C07103,-455.8346146117194,-455.83439362055776,10,-455.83439362055776
C07182,-439.1190580660069,-439.1189168558275,10,-439.1189168558275
C07327,-361.32267243868625,-361.3224960864666,2,-361.3224960864666
C07328,-272.41353379229014,-272.4132125100994,10,-272.4132125100994
C07329,-271.21113954199933,-271.2108883204155,10,-271.2108883204155
C07330,-269.99407544740325,-269.9939522079697,10,-269.9939522079697
C07335,-1078.3603966598141,-1078.3602211097568,7,-1078.3602211097568
C07478,-646.5161519449889,-646.516060333801,10,-646.516060333801
C07490,-1532.002469335947,-1532.0022566186642,2,-1532.0022566186642
C07555,-550.2187835269558,-550.2187653348662,10,-550.2187653348662
C08262,-346.3592952526653,-346.35906105436527,10,-346.35906105436527
C08284,-681.4329671479339,-681.4325514036777,10,-681.4325514036777
C08286,-720.6572489012127,-720.6569458422094,10,-720.6569458422094
C08349,-666.5916856352887,-666.5909401450931,10,-666.5909401450931
C08492,-310.41018068716033,-310.4099264258254,10,-310.4099264258254
C09822,-423.60950562540836,-423.60930393998393,10,-423.60930393998393
C10164,-436.0206022007617,-436.02058715778696,2,-436.02058715778696
C10792,-496.2787048333891,-496.2783024926216,17,-496.2783024926216
C10906,-685.9753872145465,-685.9746283894757,10,-685.9746283894757
C10920,-267.8293449745821,-267.8287819284175,10,-267.8287819284175
C10974,-326.91440638236844,-326.91402726405386,10,-326.91402726405386
C11036,-2803.686702570477,-2803.686702570477,1,-2803.686702570477
C11101,-457.02429193957073,-457.0239925910119,10,-457.0239925910119
C11115,-381.92217724179693,-381.9218971230385,9,-381.9218971230385
C11149,-1146.8519330401111,-1146.851834202137,10,-1146.851834202137
C11150,-1605.925171312011,-1605.925040891217,10,-1605.925040891217
C11249,-235.33193275804368,-235.3319301300632,5,-235.3319301300632
C11260,-364.01800003824644,-364.0177775247757,10,-364.0177775247757
C11272,-330.8352914104955,-330.8352914104955,1,-330.8352914104955
C11434,-1064.7009245940303,-1064.7004659118197,10,-1064.7004659118197
C11437,-1063.4965606253286,-1063.496120426701,19,-1063.496120426701
C11465,-625.9252584994662,-625.9251443224438,10,-625.9251443224438
C11476,-571.6409627862504,-571.6400125646227,11,-571.6400125646227
C11488,-323.14013271342293,-323.13922763265884,10,-323.13922763265884
C11496,-1292.6901727159727,-1292.6897013861283,10,-1292.6897013861283
C11497,-1291.4901190228045,-1291.4898268814707,10,-1291.4898268814707
C11498,-1292.6925321285717,-1292.6917431888307,10,-1292.6917431888307
C11499,-965.5920167678604,-965.5919395974068,10,-965.5919395974068
C11505,-117.6348183915794,-117.6348102582053,4,-117.6348102582053
C11511,-586.9911094500485,-586.990792436751,10,-586.990792436751
C11537,-965.59203930774,-965.591992571489,10,-965.591992571489
C11638,-890.5334225446607,-890.5333675957063,10,-890.5333675957063
C11822,-397.5048800082867,-397.5044641077706,13,-397.5044641077706
C12121,-628.3239716275439,-628.3236206722686,10,-628.3236206722686
C12313,-385.5586541266275,-385.55823773076884,10,-385.55823773076884
C12314,-459.4702182132556,-459.47004764250335,10,-459.47004764250335
C12317,-437.95157818680184,-437.9512387200101,10,-437.9512387200101
C12347,-2196.953457283549,-2196.9534243009984,7,-2196.9534243009984
C12455,-326.92485367404504,-326.9243776351175,11,-326.9243776351175
C12518,-345.1109929738172,-345.11067907500075,15,-345.11067907500075
C12849,-929.4066647384105,-929.4065325450288,10,-929.4065325450288
C13240,-233.1771918200507,-233.1766436128799,5,-233.1766436128799
C13747,-639.8352220554254,-639.8351641035492,10,-639.8351641035492
C14110,-496.2760574492836,-496.2755890425573,10,-496.2755890425573
C14179,-851.259891706905,-851.2597181215895,10,-851.2597181215895
C14219,-765.924671949451,-765.9244513974057,10,-765.9244513974057
C14270,-765.9259917690555,-765.9259400236482,9,-765.9259400236482
C14279,-342.6909379627416,-342.69067537362963,2,-342.69067537362963
C14390,-349.65332148651015,-349.65288909586315,10,-349.65288909586315
C14418,-511.01242533983526,-511.01238156825195,10,-511.01238156825195
C14448,-227.4294576166117,-227.42937652385856,2,-227.42937652385856
C14453,-2878.799608484327,-2878.7996031221505,6,-2878.7996031221505
C14463,-534.5872679511083,-534.5864709940777,10,-534.5864709940777
C14602,-437.9790950359357,-437.978536266332,10,-437.978536266332
C14604,-437.65043426877656,-437.65030885721654,10,-437.65030885721654
C14687,-308.28363781134965,-308.2827171635544,10,-308.2827171635544
C14689,-383.3872565409316,-383.38673968990264,10,-383.38673968990264
C14841,-2878.7988377555735,-2878.7987591088995,10,-2878.7987591088995
C14843,-2953.9110139758727,-2953.910940588377,10,-2953.910940588377
C14858,-1071.7096796608819,-1071.7095077622446,10,-1071.7095077622446
C14866,-1530.7860229366863,-1530.7859831024946,4,-1530.7859831024946
C15025,-555.5994846600055,-555.5991559364909,12,-555.5991559364909
C15478,-591.4794814983028,-591.4790943988752,10,-591.4790943988752
C15488,-252.64930047489287,-252.6488073786668,10,-252.6488073786668
C15523,-586.2723787079091,-586.2722216410814,10,-586.2722216410814
C15562,-326.65962397571354,-326.65953422283235,6,-326.65953422283235
C15571,-381.9456596500454,-381.9455934070113,10,-381.9455934070113
C15572,-421.1505317477012,-421.15047776935637,10,-421.15047776935637
C15584,-306.8342230641743,-306.83421009851963,4,-306.83421009851963
C15673,-759.9053279485586,-759.9045933137465,10,-759.9045933137465
C15930,-761.1193002804736,-761.1190310205999,12,-761.1190310205999
C15987,-402.063466338385,-402.06285474831833,10,-402.06285474831833
C16159,-608.5293739366703,-608.5287342660542,10,-608.5287342660542
C16245,-759.9118768688945,-759.9114065010192,13,-759.9114065010192
C16272,-534.6050366862679,-534.6046995087197,10,-534.6046995087197
C16310,-309.2062112428487,-309.2058411529189,10,-309.2058411529189
C16348,-650.6278793899698,-650.6278177783693,2,-650.6278177783693
C16356,-714.9632611209382,-714.9632106715108,10,-714.9632106715108
C16363,-264.091315075457,-264.0907205268775,10,-264.0907205268775
C16390,-609.7381161447626,-609.7376032141506,10,-609.7376032141506
C16432,-569.2591422861788,-569.2588460810234,10,-569.2588460810234
C16473,-481.05840678236206,-481.0582011395565,10,-481.0582011395565
C16485,-405.9467247262992,-405.94672217318026,4,-405.94672217318026
C16588,-647.7499815827637,-647.7495535851452,10,-647.7495535851452
C16590,-498.70556016318466,-498.70504592779764,10,-498.70504592779764
C16637,-1063.4916352440598,-1063.4911771447553,10,-1063.4911771447553
C16639,-571.6484043106883,-571.6478843529703,10,-571.6478843529703
C16657,-573.8532482733343,-573.8528190409777,10,-573.8528190409777
C16673,-531.2612249972112,-531.2608937944057,10,-531.2608937944057
C16700,-495.07846812162353,-495.0783004158176,15,-495.0783004158176
C16737,-684.8076782314226,-684.8069824897201,10,-684.8069824897201
C16741,-572.1116461124126,-572.1109018171678,10,-572.1109018171678
C16742,-572.1115689232045,-572.1108687677144,10,-572.1108687677144
C16835,-305.88968630619433,-305.8894334875847,13,-305.8894334875847
C16843,-591.4754713900974,-591.4746661104977,10,-591.4746661104977
C16849,-908.7159144013641,-908.7157239205364,16,-908.7157239205364
C16994,-630.6998453283613,-630.6995277151392,10,-630.6995277151392
C17146,-437.4533339261526,-437.45308470696506,10,-437.45308470696506
C17206,-527.1892173144652,-527.1889527667696,2,-527.1889527667696
C17209,-609.6868434479132,-609.6862730222684,10,-609.6862730222684
C17211,-857.1738156682762,-857.1733270494134,10,-857.1733270494134
C17213,-838.984961890647,-838.9842459677712,10,-838.9842459677712
C17356,-626.6257205176013,-626.6248856796619,10,-626.6248856796619
C17361,-552.7081758792689,-552.7073605389942,10,-552.7073605389942
C17385,-625.3303087934854,-625.3302652393949,10,-625.3302652393949
C17467,-421.1644848145846,-421.1641534193136,19,-421.1641534193136
C17576,-665.3954234434511,-665.3950974095455,10,-665.3950974095455
C17577,-684.783625468917,-684.7830930283841,10,-684.7830930283841
C17578,-666.6003132842504,-666.5996261197104,10,-666.5996261197104
C17580,-591.4964510509792,-591.4959641359532,10,-591.4959641359532
C17581,-590.2895447466972,-590.288850210397,10,-590.288850210397
C17714,-424.80181957419006,-424.80106913606295,10,-424.80106913606295
C18028,-609.6862582938918,-609.6858023775615,10,-609.6858023775615
C18170,-400.39601371770965,-400.3956761133707,10,-400.3956761133707
C18246,-1456.8987950885244,-1456.8987950885244,1,-1456.8987950885244
C18248,-538.731687463148,-538.731687463148,1,-538.731687463148
C18316,-495.0647981721407,-495.06474414737187,10,-495.06474414737187
C18317,-496.2818255964049,-496.28173532179073,12,-496.28173532179073
C18319,-346.35861821963,-346.358365207244,10,-346.358365207244
C18351,-437.6530238147599,-437.6526147631503,10,-437.6526147631503
C18473,-681.4322517585377,-681.4318975598176,10,-681.4318975598176
C18620,-511.1401915411706,-511.14017398953337,10,-511.14017398953337
C18653,-754.414377743781,-754.4143435899691,10,-754.4143435899691
C19246,-266.6219021306433,-266.62162932718246,10,-266.62162932718246
C19321,-566.7151469825183,-566.7150625901531,10,-566.7150625901531
C19322,-566.7135443833565,-566.7133603589808,10,-566.7133603589808
C19410,-679.3006735542064,-679.3001832696333,10,-679.3001832696333
C19679,-684.7604169431562,-684.7595820723528,10,-684.7595820723528
C19706,-475.96945956399105,-475.9691651225284,9,-475.9691651225284
C19719,-645.5793890822457,-645.5789511350481,10,-645.5789511350481
C19721,-473.1109294003283,-473.11032009512655,10,-473.11032009512655
C19806,-683.6811684897451,-683.6806177409436,10,-683.6806177409436
C19813,-586.9909651766505,-586.9903859970835,10,-586.9903859970835
C19838,-586.9925630938153,-586.9921415386148,13,-586.9921415386148
