KEGG,smiles,n_electrons,n_carbons,smiles_ph0,charge_ph0,energy_Ha,energy_solv_Ha
C03088,O=c1[nH]cc(CO)c(=O)[nH]1,54,5,OCC1=CNC(=O)NC1=O,0,-25.5732646108,-25.5732646108
C03177,N[C@H]1[C@H](O)[C@@H](N)[C@H](O)[C@@H](OP(=O)(O)O)[C@@H]1O,96,6,[NH3+][C@H]1[C@H](O)[C@@H]([NH3+])[C@H](O)[C@@H](OP(O)(O)=O)[C@@H]1O,2,-45.757793373,-45.757793373
C01467,Cc1cccc(O)c1,42,7,Cc1cccc(O)c1,0,-18.3221647071,-18.3221647071
C02798,O=C(O)C(=O)CP(=O)(O)O,58,3,OC(=O)C(=O)CP(O)(O)=O,0,-28.6467698,-28.6467698
C06008,CC[C@@H](C)C(=O)C(=O)O,52,6,CC[C@@H](C)C(=O)C(O)=O,0,-24.0056151274,-24.0056151274
C00493,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,68,7,O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O,0,-32.3183989203,-32.3183989203
C01877,O=C1CN[C@H](C(=O)O)C1,50,5,OC(=O)[C@@H]1CC(=O)C[NH2+]1,1,-23.6349802611,-23.6349802611
C00218,CN,14,1,C[NH3+],1,-6.0929007322,-6.0929007322
C06312,O=P(O)(O)OC[C@@H]1OC(O)(CO)[C@H](O)[C@@H]1O,96,6,OCC1(O)O[C@@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,0,-46.7240801101,-46.7240801101
C13240,CCOCC,32,4,CCOCC,0,-13.9370569583,-13.9370569583
C03393,O=C(O)[C@H](O)[C@H](O)COP(=O)(O)O,78,4,O[C@H](COP(O)(O)=O)[C@@H](O)C(O)=O,0,-38.496351971,-38.496351971
C15025,C[N+](C)(C)C[C@@H](O)CC(=O)[O-],66,7,C[N+](C)(C)C[C@@H](O)CC(O)=O,1,-30.1179067899,-30.1179067899
C01904,OC[C@@H](O)C(O)[C@H](O)CO,62,5,OC[C@@H](O)C(O)[C@H](O)CO,0,-29.6374077402,-29.6374077402
C03044,C[C@@H](O)[C@@H](C)O,38,4,C[C@@H](O)[C@@H](C)O,0,-17.258134554,-17.258134554
C04053,O=C[C@H](O)[C@@H](O)CC(=O)C(=O)O,68,6,O[C@@H](CC(=O)C(O)=O)[C@@H](O)C=O,0,-33.1415071774,-33.1415071774
C17581,N[C@H]1CC(=O)[C@H](O)[C@@H](O)[C@@H]1O,64,6,[NH3+][C@H]1CC(=O)[C@H](O)[C@@H](O)[C@@H]1O,1,-30.1673136522,-30.1673136522
C00818,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,82,6,O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O,0,-40.5671600582,-40.5671600582
C05528,O=C(O)C(=O)CS(=O)(=O)O,58,3,OC(=O)C(=O)CS([O-])(=O)=O,-1,-28.6497157751,-28.6497157751
C03817,O=C(O)[C@@H](O)Cc1cnc[nH]1,60,6,O[C@@H](Cc1c[nH+]c[nH]1)C(O)=O,1,-28.1694751707,-28.1694751707
C00141,CC(C)C(=O)C(=O)O,46,5,CC(C)C(=O)C(O)=O,0,-21.5306836626,-21.5306836626
C00817,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO,78,6,OC[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(O)=O,0,-37.9905508344,-37.9905508344
C01180,CSCCC(=O)C(=O)O,52,5,CSCCC(=O)C(O)=O,0,-23.9488611588,-23.9488611588
C01845,CC(C)O,26,3,CC(C)O,0,-11.4799702609,-11.4799702609
C14448,O=CC=O,22,2,O=CC=O,0,-10.7614652854,-10.7614652854
C14843,Oc1ccc(Br)cc1O,48,6,Oc1ccc(Br)cc1O,0,-21.774377168,-21.774377168
C00062,N=C(N)NCCC[C@H](N)C(=O)O,70,6,NC(=[NH2+])NCCC[C@H]([NH3+])C(O)=O,2,-31.9778053236,-31.9778053236
C00132,CO,14,1,CO,0,-6.525694618,-6.525694618
C17578,N[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,72,6,[NH3+][C@@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,1,-34.2434095512,-34.2434095512
C01769,CC(=O)[C@H](C)O,36,4,C[C@H](O)C(C)=O,0,-16.4939855185,-16.4939855185
C05984,CC[C@H](O)C(=O)O,42,4,CC[C@H](O)C(O)=O,0,-19.8292509065,-19.8292509065
C00093,O=P(O)(O)OC[C@H](O)CO,62,3,OC[C@@H]([OH2+])COP(O)([O-])=O,0,-30.1497222033,-30.1497222033
C03494,O=P(O)(O)OC[C@@H](O)[C@@H](O)CO,74,4,OC[C@H](O)[C@H](O)COP(O)(O)=O,0,-35.9253558035,-35.9253558035
C08492,CC/C=C\CCO,42,6,CC\\C=C/CCO,0,-18.104223284,-18.104223284
C16348,O=C/C=C\Cl,28,3,Cl\\C=C/C=O,0,-12.7110615474,-12.7110615474
C06029,C[C@H](C(=O)O)[C@H](O)C(=O)O,58,5,C[C@@H]([C@H](O)C(O)=O)C(O)=O,0,-28.1695664994,-28.1695664994
C16310,CC/C=C\CC=O,40,6,CC\\C=C/CC=O,0,-17.3404916265,-17.3404916265
C06054,O=C(O)C(=O)[C@H](O)COP(=O)(O)O,76,4,O[C@H](COP(O)(O)=O)C(=O)C(O)=O,0,-37.7154519613,-37.7154519613
C04281,O=C(O)[C@@H]1C[C@@H](O)C=N1,50,5,O[C@@H]1C[C@H]([NH+]=C1)C(O)=O,1,-23.6283330021,-23.6283330021
C05672,NC(CP(=O)(O)O)C(=O)O,60,3,[NH3+]C(CP(O)(O)=O)C(O)=O,1,-28.9676069401,-28.9676069401
C02362,NC(=O)CC(=O)C(=O)O,50,4,NC(=O)CC(=O)C(O)=O,0,-24.3928079547,-24.3928079547
C00652,O=C1O[C@H](CO)[C@@H](O)[C@@H]1O,58,5,OC[C@H]1OC(=O)[C@@H](O)[C@@H]1O,0,-28.1194120477,-28.1194120477
C01147,O=C1CCCCC1O,46,6,OC1CCCCC1=O,0,-20.6831851707,-20.6831851707
C01181,C[N+](C)(C)CCCC(=O)O,60,7,C[N+](C)(C)CCCC(O)=O,1,-26.8110111302,-26.8110111302
C05946,O=C(O)C(=O)C[C@@H](O)C(=O)O,62,5,O[C@H](CC(=O)C(O)=O)C(O)=O,0,-30.7078390268,-30.7078390268
C02783,O[C@@H]1C[C@@H](O)[C@@H](O)CO1,54,5,O[C@@H]1C[C@@H](O)[C@@H](O)CO1,0,-25.5759969747,-25.5759969747
C05058,Nc1cccc(O)c1,42,6,[NH3+]c1cccc(O)c1,1,-18.7254166728,-18.7254166728
C03348,C[C@@H]1O[C@@H](O)[C@@H](O)C[C@@H]1O,60,6,C[C@@H]1O[C@@H](O)[C@@H](O)C[C@@H]1O,0,-28.0501519822,-28.0501519822
C02261,CC[C@@H](N)C(=O)O,42,4,CC[C@@H]([NH3+])C(O)=O,1,-19.3924485778,-19.3924485778
C00944,O=C1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O,74,7,O[C@@H]1C[C@@](O)(CC(=O)[C@H]1O)C(O)=O,0,-35.6419902016,-35.6419902016
C16272,CC(=O)CC(O)CC(=O)O,58,6,CC(=O)CC(O)CC(O)=O,0,-27.3261135661,-27.3261135661
C00311,O=C(O)CC(C(=O)O)C(O)C(=O)O,74,6,OC(C(CC(O)=O)C(O)=O)C(O)=O,0,-36.5081451271,-36.5081451271
C06105,O=C1CCCCC1=O,44,6,O=C1CCCCC1=O,0,-19.9150628908,-19.9150628908
C00114,C[N+](C)(C)CCO,44,5,C[N+](C)(C)CCO,1,-19.2875479489,-19.2875479489
C03459,O=C(O)C(=O)C(O)C(=O)O,56,4,OC(C(O)=O)C(=O)C(O)=O,0,-28.2262283303,-28.2262283303
C01424,O=C(O)c1cc(O)c(O)c(O)c1,64,7,OC(=O)c1cc(O)c(O)c(O)c1,0,-30.8264836271,-30.8264836271
C00975,O=C(O)/C(O)=C(\O)C(=O)O,56,4,OC(=O)C(\\O)=C(/O)C(O)=O,0,-28.2449207394,-28.2449207394
C06056,N[C@H](C(=O)O)[C@H](O)CO,54,4,[NH3+][C@@H]([C@H](O)CO)C(O)=O,1,-26.0068180934,-26.0068180934
C00033,CC(=O)O,24,2,CC(O)=O,0,-11.5802282281,-11.5802282281
C02123,CCCC(C(=O)O)[C@H](O)C(=O)O,70,7,CCCC([C@H](O)C(O)=O)C(O)=O,0,-33.1192243036,-33.1192243036
C01468,Cc1ccc(O)cc1,42,7,Cc1ccc(O)cc1,0,-18.3210565449,-18.3210565449
C00118,O=C[C@H](O)COP(=O)(O)O,60,3,O[C@H](COP(O)(O)=O)C=O,0,-29.3766779578,-29.3766779578
C00181,OC1OC[C@@H](O)[C@H](O)[C@H]1O,60,5,O[C@@H]1COC(O)[C@H](O)[C@H]1O,0,-28.8766620216,-28.8766620216
C00322,O=C(O)CCCC(=O)C(=O)O,62,6,OC(=O)CCCC(=O)C(O)=O,0,-29.8788600846,-29.8788600846
C01722,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,74,6,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,0,-35.4203933193,-35.4203933193
C00189,NCCO,26,2,[NH3+]CCO,1,-11.8681849435,-11.8681849435
C16363,CNC(N)=O,30,2,CNC(N)=O,0,-13.811648775,-13.811648775
C01115,O=C1O[C@H]([C@@H](O)CO)[C@@H](O)[C@@H]1O,70,6,OC[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,0,-33.9023835874,-33.9023835874
C18316,CC1=CC(=O)C(O)=CC1=O,52,7,CC1=CC(=O)C(O)=CC1=O,0,-24.1594698722,-24.1594698722
C03828,N[C@H]1C[C@@H](N)[C@H](O)[C@@H](OP(=O)(O)O)[C@@H]1O,90,6,[NH3+][C@H]1C[C@@H]([NH3+])[C@H](O)[C@@H](OP(O)(O)=O)[C@@H]1O,2,-42.4566292488,-42.4566292488
C00555,NCCCC=O,36,4,[NH3+]CCCC=O,1,-16.0481239699,-16.0481239699
C00090,Oc1ccccc1O,42,6,Oc1ccccc1O,0,-19.1516187536,-19.1516187536
C02780,O=C(O)C(=O)[C@@H](O)[C@H](O)C(=O)CO,74,6,OCC(=O)[C@@H](O)[C@H](O)C(=O)C(O)=O,0,-36.4535348782,-36.4535348782
C00590,COc1cc(/C=C/CO)ccc1O,70,10,COc1cc(\\C=C\\CO)ccc1O,0,-31.546114284,-31.546114284
C00263,N[C@@H](CCO)C(=O)O,48,4,[NH3+][C@@H](CCO)C(O)=O,1,-22.7131098467,-22.7131098467
C19410,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,68,7,Cc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,0,-32.0571220207,-32.0571220207
C02356,CC[C@H](N)C(=O)O,42,4,CC[C@H]([NH3+])C(O)=O,1,-19.3924498947,-19.3924498947
C01582,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,72,6,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C=O,0,-34.6491212413,-34.6491212413
C00830,O=C(O)C(=O)C(=O)O,44,3,OC(=O)C(=O)C(O)=O,0,-22.4377545737,-22.4377545737
C01096,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,98,6,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,0,-47.4914384666,-47.4914384666
C02648,O=CC#CCO,32,4,OCC#CC=O,0,-14.8930868148,-14.8930868148
C05938,N[C@@H](C[C@@H](O)C=O)C(=O)O,58,5,[NH3+][C@@H](C[C@@H](O)C=O)C(O)=O,1,-27.6981032648,-27.6981032648
C06231,CC1=N[C@H](C(=O)O)CCN1,56,6,CC1=[NH+][C@@H](CCN1)C(O)=O,1,-25.6372080995,-25.6372080995
C02497,OCC#CCO,34,4,OCC#CCO,0,-15.653746106,-15.653746106
C06055,N[C@H](C(=O)O)[C@H](O)COP(=O)(O)O,78,4,[NH3+][C@@H]([C@H](O)COP(O)(O)=O)C(O)=O,1,-38.0689067907,-38.0689067907
C03107,O=C1O[C@H](C(O)CO)[C@H](O)[C@H]1O,70,6,OCC(O)[C@H]1OC(=O)[C@H](O)[C@H]1O,0,-33.9075833352,-33.9075833352
C04484,O=C/C=C(\C=C(\O)C(=O)O)C(=O)O,70,7,OC(=O)C(\\O)=C/C(=C\\C=O)/C(O)=O,0,-34.1054697269,-34.1054697269
C01100,N[C@H](COP(=O)(O)O)Cc1c[nH]cn1,80,6,[NH3+][C@H](COP(O)(O)=O)Cc1c[nH]c[nH+]1,2,-37.1206020213,-37.1206020213
C00146,Oc1ccccc1,36,6,Oc1ccccc1,0,-15.84268564,-15.84268564
C03196,O=C(O)CC[C@H](O)C(=O)O,58,5,O[C@@H](CCC(O)=O)C(O)=O,0,-28.17800873,-28.17800873
C03284,C[C@@H](CN)C(=O)O,42,4,C[C@@H](C[NH3+])C(O)=O,1,-19.4112182364,-19.4112182364
C00989,O=C(O)CCCO,42,4,OCCCC(O)=O,0,-19.8258567837,-19.8258567837
C00880,O=C(O)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,78,6,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(O)=O,0,-37.9843627779,-37.9843627779
C00179,N=C(N)NCCCCN,54,5,NC(=[NH2+])NCCCC[NH3+],2,-23.6330052477,-23.6330052477
C06158,C[C@@H](O)[C@@H]1OC(=O)[C@H](O)[C@H]1O,64,6,C[C@@H](O)[C@@H]1OC(=O)[C@H](O)[C@H]1O,0,-30.6027303381,-30.6027303381
C00282,[H][H],2,0,[H][H],0,-0.6706830487,-0.6706830487
C02001,C=CCO,24,3,OCC=C,0,-10.6792606264,-10.6792606264
C17361,O=C1C[C@@H]2O[C@@H](CCO)CN12,62,7,OCC[C@H]1CN2[C@H](CC2=O)O1,0,-28.4246009122,-28.4246009122
C07490,OCC(Cl)(Cl)Cl,38,2,OCC(Cl)(Cl)Cl,0,-17.3667561196,-17.3667561196
C14604,Nc1cc(O)ccc1O,48,6,[NH3+]c1cc(O)ccc1O,1,-22.0468997243,-22.0468997243
C07555,COc1ccc([N+](=O)[O-])cc1,58,7,COc1ccc(cc1)[N+]([O-])=O,0,-26.8328895726,-26.8328895726
C00388,NCCc1c[nH]cn1,44,5,[NH3+]CCc1c[nH]c[nH+]1,2,-19.2763555351,-19.2763555351
C03338,Cc1cc(O)cc(O)c1O,54,7,Cc1cc(O)cc(O)c1O,0,-24.9492736958,-24.9492736958
C03926,O=C(O)CC(=O)[C@H](O)[C@H](O)CO,70,6,OC[C@@H](O)[C@@H](O)C(=O)CC(O)=O,0,-33.9225668236,-33.9225668236
C01151,O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H]1O,108,5,O[C@H]1[C@@H](O)[C@@H](OP(O)(O)=O)O[C@@H]1COP(O)(O)=O,0,-52.9931710445,-52.9931710445
C05828,Cn1cnc(CC(=O)O)c1,54,6,Cn1c[nH+]c(CC(O)=O)c1,1,-24.8622908136,-24.8622908136
C02426,O=C[C@@H](O)CO,36,3,OC[C@H](O)C=O,0,-17.3065441238,-17.3065441238
C00036,O=C(O)CC(=O)C(=O)O,50,4,OC(=O)CC(=O)C(O)=O,0,-24.9287162178,-24.9287162178
C02804,O=C(O)CCCCO,48,5,OCCCCC(O)=O,0,-22.2988456015,-22.2988456015
C00545,O=C(O)[C@H](O)[C@@H](O)[C@@H](O)CO,66,5,OC[C@H](O)[C@H](O)[C@@H](O)C(O)=O,0,-32.2007327132,-32.2007327132
C00593,O=CCS(=O)(=O)O,42,2,[O-]S(=O)(=O)CC=O,-1,-20.2993278276,-20.2993278276
C00680,N[C@@H](CCC[C@@H](N)C(=O)O)C(=O)O,76,7,[NH3+][C@@H](CCC[C@@H]([NH3+])C(O)=O)C(O)=O,2,-35.4744970283,-35.4744970283
C00603,NC(=O)N[C@@H](O)C(=O)O,52,3,NC(=O)N[C@@H](O)C(O)=O,0,-25.4762550915,-25.4762550915
C01620,O=C(O)[C@H](O)[C@@H](O)CO,54,4,OC[C@H](O)[C@@H](O)C(O)=O,0,-26.4312842256,-26.4312842256
C00266,O=CCO,24,2,OCC=O,0,-11.5353495415,-11.5353495415
C00196,O=C(O)c1cccc(O)c1O,58,7,OC(=O)c1cccc(O)c1O,0,-27.5125768286,-27.5125768286
C01295,CO[C@@H]1[C@@H](O)C(=O)[C@H](O)[C@H](O)[C@H]1O,76,7,CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)C(=O)[C@@H]1O,0,-36.3402664132,-36.3402664132
C03458,Oc1ccc(O)c(O)n1,48,5,Oc1ccc(O)c(O)[nH+]1,1,-22.901960491,-22.901960491
C02720,ONc1ccccc1,42,6,[OH2+][NH2+]c1ccccc1,2,-18.4685982421,-18.4685982421
C02659,CC(C)(O)C#N,34,4,CC(C)(O)C#N,0,-15.1996138302,-15.1996138302
C01214,N[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,72,6,[NH3+][C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,1,-34.2454666116,-34.2454666116
C01059,Oc1ccc(O)nc1,42,5,[O-]c1ccc([O-])[nH+]c1,-1,-19.1292602874,-19.1292602874
C02917,C[C@H](O)CO,32,3,C[C@H](O)CO,0,-14.7751415107,-14.7751415107
C00756,CCCCCCCCO,56,8,CCCCCCCCO,0,-23.84449353,-23.84449353
C01697,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,74,6,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,0,-35.417366498,-35.417366498
C00314,Cc1ncc(CO)c(CO)c1O,66,8,Cc1[nH+]cc(CO)c(CO)c1[O-],0,-30.1622818609,-30.1622818609
C11511,N[C@H](C(=O)O)[C@H](O)C(=O)O,58,4,[NH3+][C@@H]([C@H](O)C(O)=O)C(O)=O,1,-28.5681742277,-28.5681742277
C06001,C[C@@H](CO)C(=O)O,42,4,C[C@@H](CO)C(O)=O,0,-19.8251794276,-19.8251794276
C00082,N[C@@H](Cc1ccc(O)cc1)C(=O)O,70,9,[NH3+][C@@H](Cc1ccc(O)cc1)C(O)=O,1,-32.0243531993,-32.0243531993
C01087,O=C(O)CC[C@@H](O)C(=O)O,58,5,O[C@H](CCC(O)=O)C(O)=O,0,-28.1715856996,-28.1715856996
C15562,NCc1ccccc1,42,7,[NH3+]Cc1ccccc1,1,-17.8783881685,-17.8783881685
C18248,CCCl,20,2,CCCl,0,-8.489092905,-8.489092905
C00042,O=C(O)CCC(=O)O,46,4,OC(=O)CCC(O)=O,0,-22.3941856521,-22.3941856521
C03059,NC(CO)(CO)C(=O)O,54,4,[NH3+]C(CO)(CO)C(O)=O,1,-26.0154771214,-26.0154771214
C00310,OCC1(O)OC[C@@H](O)[C@@H]1O,60,5,OCC1(O)OC[C@@H](O)[C@@H]1O,0,-28.8791866245,-28.8791866245
C00597,O=C(O)C(O)COP(=O)(O)O,66,3,OC(COP(O)(O)=O)C(O)=O,0,-32.715463041,-32.715463041
C00855,CSCC[C@@H](N)C(=O)O,54,5,CSCC[C@@H]([NH3+])C(O)=O,1,-24.2837432073,-24.2837432073
C03197,C[C@H](O)CC(=O)O,42,4,C[C@H](O)CC(O)=O,0,-19.8284482522,-19.8284482522
C00623,O=P(O)(O)OC[C@@H](O)CO,62,3,OC[C@H]([OH2+])COP(O)([O-])=O,0,-30.1346962621,-30.1346962621
C02223,CCC(C)C=O,36,5,CCC(C)C=O,0,-15.6598883542,-15.6598883542
C15930,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,78,6,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(O)=O,0,-37.9832791944,-37.9832791944
C02124,Oc1ccc(Cl)cc1,42,6,Oc1ccc(Cl)cc1,0,-18.6384731766,-18.6384731766
C06754,O=CCCl,24,2,ClCC=O,0,-11.0208220344,-11.0208220344
C11249,C1CCCCC1,36,6,C1CCCCC1,0,-14.8391492186,-14.8391492186
C03079,N[C@@H](CC(O)C(=O)O)C(=O)O,64,5,[NH3+][C@@H](CC(O)C(O)=O)C(O)=O,1,-31.035661782,-31.035661782
C00064,NC(=O)CC[C@H](N)C(=O)O,58,5,NC(=O)CC[C@H]([NH3+])C(O)=O,1,-27.1944852987,-27.1944852987
C00041,C[C@H](N)C(=O)O,36,3,C[C@H]([NH3+])C(O)=O,1,-16.9160837525,-16.9160837525
C12314,O=C1OCCCCC1O,52,6,OC1CCCCOC1=O,0,-23.987702233,-23.987702233
C01924,N=C(N)NCCCC[C@H](N)C(=O)O,76,7,NC(=[NH2+])NCCCC[C@H]([NH3+])C(O)=O,2,-34.4640766781,-34.4640766781
C12317,C[C@@H](O)[C@@H](N)C(=O)O,48,4,C[C@@H](O)[C@@H]([NH3+])C(O)=O,1,-22.7049482865,-22.7049482865
C01933,CCCC[C@H](N)C(=O)O,54,6,CCCC[C@H]([NH3+])C(O)=O,1,-24.3411991753,-24.3411991753
C00026,O=C(O)CCC(=O)C(=O)O,56,5,OC(=O)CCC(=O)C(O)=O,0,-27.404660492,-27.404660492
C06419,N[C@H](Cc1c[nH]cn1)C(=O)O,60,6,[NH3+][C@H](Cc1c[nH]c[nH+]1)C(O)=O,2,-27.6241717982,-27.6241717982
C06104,O=C(O)CCCCC(=O)O,58,6,OC(=O)CCCCC(O)=O,0,-27.341481869,-27.341481869
C01854,N[C@H]1[C@H](O)[C@@H](N)[C@H](O)[C@@H](O)[C@@H]1O,72,6,[NH3+][C@H]1[C@H](O)[C@@H]([NH3+])[C@H](O)[C@@H](O)[C@@H]1O,2,-33.697955412,-33.697955412
C01888,CC(=O)CN,30,3,CC(=O)C[NH3+],1,-13.5904992317,-13.5904992317
C00668,O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,96,6,O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O,0,-46.7216470901,-46.7216470901
C00535,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,116,19,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,0,-49.7803850095,-49.7803850095
C02372,Nc1ccc(O)cc1,42,6,[NH3+]c1ccc(O)cc1,1,-18.7276753295,-18.7276753295
C00414,O=C1CCCCC1,40,6,O=C1CCCCC1,0,-17.3847856495,-17.3847856495
C03273,O=CCCCC(=O)O,46,5,OC(=O)CCCC=O,0,-21.5334775606,-21.5334775606
C11437,CC(=O)[C@@H](O)[C@H](O)COP(=O)(O)O,78,5,CC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O,0,-37.6397959475,-37.6397959475
C01165,N[C@@H](CCC=O)C(=O)O,52,5,[NH3+][C@@H](CCC=O)C(O)=O,1,-24.3905936244,-24.3905936244
C15987,CNCCCC(=O)O,48,5,C[NH2+]CCCC(O)=O,1,-21.8683462891,-21.8683462891
C00158,O=C(O)CC(O)(CC(=O)O)C(=O)O,74,6,OC(=O)CC(O)(CC(O)=O)C(O)=O,0,-36.5260291826,-36.5260291826
C03269,O=C[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,70,6,OC1O[C@H](C=O)[C@H](O)[C@H](O)[C@H]1O,0,-33.8801813374,-33.8801813374
C16390,O=C(O)CCC(CO)C(=O)O,64,6,OCC(CCC(O)=O)C(O)=O,0,-30.6394037963,-30.6394037963
C02670,O=C[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@H]1O,68,6,O[C@@H](C=O)[C@H]1OC(=O)[C@@H](O)[C@H]1O,0,-33.1358858277,-33.1358858277
C03741,N[C@H](C=O)CCC(=O)O,52,5,[NH3+][C@@H](CCC(O)=O)C=O,1,-24.397463171,-24.397463171
C04673,N=C(N)N[C@H]1[C@H](O)[C@@H](O)[C@H](O)C(=O)[C@@H]1O,86,7,NC(=[NH2+])N[C@H]1[C@H](O)[C@@H](O)[C@H](O)C(=O)[C@@H]1O,1,-40.7956903878,-40.7956903878
C00468,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,106,18,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,0,-45.7992353406,-45.7992353406
C00258,O=C(O)[C@H](O)CO,42,3,OC[C@@H](O)C(O)=O,0,-20.6550034122,-20.6550034122
C01236,O=C1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H]1O,94,6,O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)OC(=O)[C@@H]1O,0,-45.9530702855,-45.9530702855
C00232,O=CCCC(=O)O,40,4,OC(=O)CCC=O,0,-19.0510311663,-19.0510311663
C00772,CC1(O)CC(=O)OC(O)C1,58,6,CC1(O)CC(O)OC(=O)C1,0,-27.315038247,-27.315038247
C02888,O=C(COP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H](O)CO,96,6,OC[C@H](O)[C@@H](O)[C@H](O)C(=O)COP(O)(O)=O,0,-46.7159129551,-46.7159129551
C02129,CC(=O)CCCC(=O)O,52,6,CC(=O)CCCC(O)=O,0,-24.0168865285,-24.0168865285
C13747,Cn1c(=O)[nH]c2ncn(C)c2c1=O,68,7,CN1C(=O)Nc2ncn(C)c2C1=O,0,-31.2427967586,-31.2427967586
C03401,NC[C@H](N)C(=O)O,42,3,[NH3+]C[C@H]([NH3+])C(O)=O,2,-19.6408687582,-19.6408687582
C00209,O=C(O)C(=O)O,34,2,OC(=O)C(O)=O,0,-17.4300162353,-17.4300162353
C00940,NC(=O)CCC(=O)C(=O)O,56,5,NC(=O)CCC(=O)C(O)=O,0,-26.8644107523,-26.8644107523
C00392,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,74,6,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,-35.4205094703,-35.4205094703
C01542,Cc1ccccc1O,42,7,Cc1ccccc1O,0,-18.321147355,-18.321147355
C10906,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,72,6,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,0,-34.6486281926,-34.6486281926
