KEGG,smiles,n_electrons,n_carbons,smiles_ph0,charge_ph0,energy_Ha,energy_solv_Ha
C02431,C[C@H](O)[C@@H]1OC(O)[C@H](O)[C@@H]1O,66,6,C[C@H](O)[C@@H]1OC(O)[C@H](O)[C@@H]1O,0,-31.3522188494,-31.3522188494
C16741,NC[C@H](O)CC[C@H](N)C(=O)O,66,6,[NH3+]C[C@H](O)CC[C@H]([NH3+])C(O)=O,2,-30.4374424653,-30.4374424653
C00160,O=C(O)CO,30,2,OCC(O)=O,0,-14.8762260383,-14.8762260383
C06002,C[C@@H](C=O)C(=O)O,40,4,C[C@@H](C=O)C(O)=O,0,-19.0590031165,-19.0590031165
C00178,Cc1c[nH]c(=O)[nH]c1=O,48,5,CC1=CNC(=O)NC1=O,0,-22.2702561706,-22.2702561706
C14110,OCc1ccc(O)c(O)c1,54,7,OCc1ccc(O)c(O)c1,0,-24.9278917015,-24.9278917015
C01672,NCCCCCN,44,5,[NH3+]CCCCC[NH3+],2,-18.7863729877,-18.7863729877
C00256,C[C@@H](O)C(=O)O,36,3,C[C@@H](O)C(O)=O,0,-17.3532549032,-17.3532549032
C00872,NC(C(=O)O)C(=O)O,46,3,[NH3+]C(C(O)=O)C(O)=O,1,-22.773580874,-22.773580874
C00552,O=C(O)[C@@H](O)[C@@H](O)C(=O)O,58,4,O[C@@H]([C@@H](O)C(O)=O)C(O)=O,0,-29.006358506,-29.006358506
C18317,Cc1cc(O)c(O)cc1O,54,7,Cc1cc(O)c(O)cc1O,0,-24.9429539863,-24.9429539863
C02814,Oc1ccc(O)c(O)c1,48,6,Oc1ccc(O)c(O)c1,0,-22.4659789449,-22.4659789449
C16849,O=CC(=O)COP(=O)(O)O,58,3,OP(O)(=O)OCC(=O)C=O,0,-28.6021247251,-28.6021247251
C00624,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,74,7,CC(=O)N[C@@H](CCC(O)=O)C(O)=O,0,-35.1413861171,-35.1413861171
C19838,N[C@@H](C(=O)O)[C@H](O)C(=O)O,58,4,[NH3+][C@H]([C@H](O)C(O)=O)C(O)=O,1,-28.5783047482,-28.5783047482
C00586,OC[C@H]1OC(O)C[C@@H](O)[C@@H]1O,66,6,OC[C@H]1OC(O)C[C@@H](O)[C@@H]1O,0,-31.3489450667,-31.3489450667
C16637,C[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H]1O,78,5,C[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O,0,-37.6382811623,-37.6382811623
C01905,NC(=O)C[C@@H](N)C(=O)O,52,4,NC(=O)C[C@@H]([NH3+])C(O)=O,1,-24.7517423713,-24.7517423713
C00049,N[C@@H](CC(=O)O)C(=O)O,52,4,[NH3+][C@@H](CC(O)=O)C(O)=O,1,-25.2661517979,-25.2661517979
C02781,OC[C@H]1OC(O)C[C@@H](O)[C@H]1O,66,6,OC[C@H]1OC(O)C[C@@H](O)[C@H]1O,0,-31.3450977258,-31.3450977258
C06255,CCCC(=O)C(=O)O,46,5,CCCC(=O)C(O)=O,0,-21.5313858966,-21.5313858966
C02953,C[C@H](O)[C@H](O)C1=Nc2c(nc(N)[nH]c2=O)NC1,92,9,C[C@H](O)[C@H](O)C1=[NH+]C2=C(NC1)N=C(N)NC2=O,1,-42.4081315734,-42.4081315734
C00217,N[C@H](CCC(=O)O)C(=O)O,58,5,[NH3+][C@H](CCC(O)=O)C(O)=O,1,-27.7627240879,-27.7627240879
C03826,O=C(O)C(=O)C[C@H](O)CO,58,5,OC[C@@H](O)CC(=O)C(O)=O,0,-28.1331224509,-28.1331224509
C05235,CC(=O)CO,30,3,CC(=O)CO,0,-14.0195331994,-14.0195331994
C00191,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,76,6,OC1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O,0,-37.2274027294,-37.2274027294
C00198,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,70,6,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,0,-33.9015735082,-33.9015735082
C00250,Cc1ncc(CO)c(C=O)c1O,64,8,Cc1[nH+]cc(CO)c(C=O)c1[O-],0,-29.403346847,-29.403346847
C02235,O=[N+]([O-])c1ccc(O)c(O)c1,58,6,Oc1ccc(cc1O)[N+]([O-])=O,0,-27.6846707097,-27.6846707097
C00804,C#CC(=O)O,26,3,OC(=O)C#C,0,-12.4534947435,-12.4534947435
C00820,C[C@H](O)[C@@H](N)C(=O)O,48,4,C[C@H](O)[C@@H]([NH3+])C(O)=O,1,-22.7057607888,-22.7057607888
C02024,O=C(O)[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,76,6,OC1O[C@@H]([C@@H](O)[C@H](O)[C@@H]1O)C(O)=O,0,-37.2204112025,-37.2204112025
C01585,CCCCCC(=O)O,48,6,CCCCCC(O)=O,0,-21.4749972952,-21.4749972952
C10792,OCc1cc(O)ccc1O,54,7,OCc1cc(O)ccc1O,0,-24.9291197009,-24.9291197009
C00556,OCc1ccccc1,42,7,OCc1ccccc1,0,-18.3010164744,-18.3010164744
C00792,N=C(N)NCCC[C@@H](N)C(=O)O,70,6,NC(=[NH2+])NCCC[C@@H]([NH3+])C(O)=O,2,-31.9777373538,-31.9777373538
C01068,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)CO,86,5,OC[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,0,-41.7048206537,-41.7048206537
C03678,NCC(O)CC(=O)O,48,4,[NH3+]CC(O)CC(O)=O,1,-22.7157788532,-22.7157788532
C01471,C=CC=O,22,3,C=CC=O,0,-9.9181739692,-9.9181739692
C01298,N=C(N)N[C@@H]1[C@@H](O)[C@H](N)[C@@H](O)[C@H](O)[C@H]1O,88,7,NC(=[NH2+])N[C@@H]1[C@@H](O)[C@H]([NH3+])[C@@H](O)[C@H](O)[C@H]1O,2,-41.0383498271,-41.0383498271
C04359,CC(=O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,102,7,CC(=O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,0,-49.1936080256,-49.1936080256
C06760,C/C(C=O)=C/C=C(/O)C(=O)O,60,7,C\\C(C=O)=C\\C=C(\\O)C(O)=O,0,-28.2360624767,-28.2360624767
C02115,C[C@@](N)(CO)C(=O)O,48,4,C[C@@]([NH3+])(CO)C(O)=O,1,-22.7127825731,-22.7127825731
C02043,O=C(O)C(O)Cc1c[nH]c2ccccc12,78,11,OC(Cc1c[nH]c2ccccc12)C(O)=O,0,-35.3314491295,-35.3314491295
C00318,C[N+](C)(C)C[C@H](O)CC(=O)[O-],66,7,C[N+](C)(C)C[C@H](O)CC(O)=O,1,-30.1268398512,-30.1268398512
C00810,CC(=O)[C@@H](C)O,36,4,C[C@@H](O)C(C)=O,0,-16.4983121068,-16.4983121068
C02637,O=C(O)C1=CC(=O)[C@@H](O)[C@H](O)C1,66,7,O[C@@H]1CC(=CC(=O)[C@H]1O)C(O)=O,0,-31.5518890173,-31.5518890173
C03394,O=C(COP(=O)(O)O)[C@@H](O)CO,72,4,OC[C@H](O)C(=O)COP(O)(O)=O,0,-35.1572979875,-35.1572979875
C00532,OC[C@H](O)C(O)[C@@H](O)CO,62,5,OC[C@H](O)C(O)[C@@H](O)CO,0,-29.6311442623,-29.6311442623
C06753,OCCCl,26,2,OCCCl,0,-11.787483627,-11.787483627
C16700,O=Cc1ccc(O)c(O)c1,52,7,Oc1ccc(C=O)cc1O,0,-24.1700292473,-24.1700292473
C00802,NC(=O)NC(=O)C(=O)O,50,3,NC(=O)NC(=O)C(O)=O,0,-24.7069507503,-24.7069507503
C00763,O=C(O)[C@H]1CCCN1,46,5,OC(=O)[C@H]1CCC[NH2+]1,1,-21.1075061891,-21.1075061891
C00860,N[C@H](CO)Cc1c[nH]cn1,56,6,[NH3+][C@H](CO)Cc1c[nH]c[nH+]1,2,-25.0625694839,-25.0625694839
C02946,CC(=O)NCCCC(=O)O,58,6,CC(=O)NCCCC(O)=O,0,-26.7979542458,-26.7979542458
C00905,O=C(O)[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,76,6,OCC1(O)O[C@@H]([C@@H](O)[C@@H]1O)C(O)=O,0,-37.2250066078,-37.2250066078
C00180,O=C(O)c1ccccc1,46,7,OC(=O)c1ccccc1,0,-20.8835421235,-20.8835421235
C05519,C[C@H](O)[C@H](N)C(=O)O,48,4,C[C@H](O)[C@H]([NH3+])C(O)=O,1,-22.7049700276,-22.7049700276
C01801,OC[C@H]1OC(O)C[C@@H]1O,54,5,OC[C@H]1OC(O)C[C@@H]1O,0,-25.5660219567,-25.5660219567
C00644,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,98,6,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,0,-47.4895901416,-47.4895901416
C02835,O=C(O)Cc1c[nH]cn1,48,5,OC(=O)Cc1c[nH]c[nH+]1,1,-22.3871623478,-22.3871623478
C11498,C[C@H](O)CSCCS(=O)(=O)O,68,5,C[C@H](O)CSCCS([O-])(=O)=O,-1,-30.8969412398,-30.8969412398
C01172,O=P(O)(O)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,96,6,O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O,0,-46.7187474755,-46.7187474755
C01546,O=C(O)c1ccco1,42,5,OC(=O)c1ccco1,0,-19.9949271077,-19.9949271077
C00186,C[C@H](O)C(=O)O,36,3,C[C@H](O)C(O)=O,0,-17.3523575051,-17.3523575051
C00469,CCO,20,2,CCO,0,-9.0030549435,-9.0030549435
C03056,Oc1cccc(O)n1,42,5,Oc1cccc(O)[nH+]1,1,-19.5959194017,-19.5959194017
C10164,O=C(O)c1ccccn1,46,6,OC(=O)c1cccc[nH+]1,1,-21.3060806101,-21.3060806101
C00679,O=C(O)C(=O)C[C@H](O)[C@@H](O)C(=O)O,74,6,O[C@@H](CC(=O)C(O)=O)[C@@H](O)C(O)=O,0,-36.4859757153,-36.4859757153
C11101,O=Cc1ccc(CO)o1,48,6,OCc1ccc(C=O)o1,0,-22.435967356,-22.435967356
C08284,N=C(N)NCC(O)C[C@H](N)C(=O)O,76,6,NC(=[NH2+])NCC(O)C[C@H]([NH3+])C(O)=O,2,-35.2766212345,-35.2766212345
C04076,N[C@@H](CCCC=O)C(=O)O,58,6,[NH3+][C@@H](CCCC=O)C(O)=O,1,-26.8671186723,-26.8671186723
C06202,O=Cc1ccccc1O,46,7,Oc1ccccc1C=O,0,-20.8605558962,-20.8605558962
C14179,O=C(O)CS(=O)(=O)O,48,2,OC(=O)CS([O-])(=O)=O,-1,-23.639469908,-23.639469908
C02636,C[N+](C)(C)CC(=O)CC(=O)O,64,7,C[N+](C)(C)CC(=O)CC(O)=O,1,-29.3590917761,-29.3590917761
C00956,N[C@@H](CCCC(=O)O)C(=O)O,64,6,[NH3+][C@@H](CCCC(O)=O)C(O)=O,1,-30.2122767746,-30.2122767746
C00267,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,72,6,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0,-34.6563537822,-34.6563537822
C01507,OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,74,6,OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0,-35.419771054,-35.419771054
C00577,O=C[C@H](O)CO,36,3,OC[C@@H](O)C=O,0,-17.3109643559,-17.3109643559
C03351,OCc1cccc(O)c1,48,7,OCc1cccc(O)c1,0,-21.6207990967,-21.6207990967
C04462,O=C(O)CCC(=O)N[C@@H](CCCC(=O)C(=O)O)C(=O)O,112,11,OC(=O)CCC(=O)N[C@@H](CCCC(=O)C(O)=O)C(O)=O,0,-53.4411027267,-53.4411027267
C00058,O=CO,18,1,OC=O,0,-9.0857191931,-9.0857191931
C07330,CC(C)=CC=O,34,5,CC(C)=CC=O,0,-14.8782979111,-14.8782979111
C03217,O=C(O)CCC(=O)C(O)C(=O)O,68,6,OC(C(O)=O)C(=O)CCC(O)=O,0,-33.1950062873,-33.1950062873
C07335,N[C@H](C(=O)O)C(=O)COP(=O)(O)O,76,4,[NH3+][C@H](C(O)=O)C(=O)COP(O)(O)=O,1,-37.3191055148,-37.3191055148
C05618,Oc1cccc(Cl)c1O,48,6,Oc1cccc(Cl)c1O,0,-21.9544150742,-21.9544150742
C01146,O=CC(O)C(=O)O,40,3,OC(C=O)C(O)=O,0,-19.8853862657,-19.8853862657
C00333,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,76,6,OC1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,0,-37.2174551473,-37.2174551473
C14390,CCCCCCC=O,48,7,CCCCCCC=O,0,-20.6063358912,-20.6063358912
C05941,NC[C@H](O)CC(=O)C(=O)O,58,5,[NH3+]C[C@H](O)CC(=O)C(O)=O,1,-27.7153086369,-27.7153086369
C17576,N[C@H]1[C@H](O)[C@@H](O)[C@H](O)C(=O)[C@@H]1O,70,6,[NH3+][C@H]1[C@H](O)[C@@H](O)[C@H](O)C(=O)[C@@H]1O,1,-33.4738709618,-33.4738709618
C03743,Oc1cc(O)c(O)c(O)c1,54,6,Oc1cc(O)c(O)c(O)c1,0,-25.7804795261,-25.7804795261
C03283,NCC[C@H](N)C(=O)O,48,4,[NH3+]CC[C@H]([NH3+])C(O)=O,2,-22.1438126472,-22.1438126472
C05947,N[C@@H](C[C@@H](O)C(=O)O)C(=O)O,64,5,[NH3+][C@@H](C[C@@H](O)C(O)=O)C(O)=O,1,-31.0356449745,-31.0356449745
C02262,N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,72,6,[NH3+][C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,1,-34.2293765051,-34.2293765051
C00116,OCC(O)CO,38,3,OCC(O)CO,0,-18.081961373,-18.081961373
C00684,O=C(O)C(=O)C[C@@H](O)CO,58,5,OC[C@H](O)CC(=O)C(O)=O,0,-28.1331395586,-28.1331395586
C00092,O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,96,6,OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O,0,-46.7296600097,-46.7296600097
C01455,Cc1ccccc1,36,7,Cc1ccccc1,0,-15.0043415277,-15.0043415277
C05665,NCCC=O,30,3,[NH3+]CCC=O,1,-13.5873411979,-13.5873411979
C16673,NC(=O)C(N)CCC(=O)O,58,5,NC(=O)C([NH3+])CCC(O)=O,1,-27.2101974512,-27.2101974512
C00511,C=CC(=O)O,28,3,OC(=O)C=C,0,-13.2594517339,-13.2594517339
C19813,N[C@@H](C(=O)O)[C@@H](O)C(=O)O,58,4,[NH3+][C@H]([C@@H](O)C(O)=O)C(O)=O,1,-28.5681623925,-28.5681623925
C00530,Oc1ccc(O)cc1,42,6,Oc1ccc(O)cc1,0,-19.1562464981,-19.1562464981
C01125,CC1(C)COC(=O)C1=O,50,6,CC1(C)COC(=O)C1=O,0,-23.2289804555,-23.2289804555
C00418,C[C@@](O)(CCO)CC(=O)O,60,6,C[C@@](O)(CCO)CC(O)=O,0,-28.0787265205,-28.0787265205
C01988,O=[N+]([O-])c1ccccc1O,52,6,Oc1ccccc1[N+]([O-])=O,0,-24.368349749,-24.368349749
C05986,C#CCO,22,3,OCC#C,0,-9.8767898212,-9.8767898212
C02518,Nc1ccc(C(=O)O)c(O)c1,58,7,[NH3+]c1ccc(C(O)=O)c(O)c1,1,-27.0732411744,-27.0732411744
C03739,O[C@@H]1CCCC[C@H]1O,48,6,O[C@@H]1CCCC[C@H]1O,0,-21.4419132332,-21.4419132332
C00797,CCN,20,2,CC[NH3+],1,-8.5748517767,-8.5748517767
C00247,OCC1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,72,6,OCC1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,0,-34.6552521546,-34.6552521546
C00135,N[C@@H](Cc1c[nH]cn1)C(=O)O,60,6,[NH3+][C@@H](Cc1c[nH]c[nH+]1)C(O)=O,2,-27.6242235102,-27.6242235102
C16639,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,60,5,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,0,-28.871800139,-28.871800139
C03623,CNC(=O)CCC(=O)C(=O)O,62,6,CNC(=O)CCC(=O)C(O)=O,0,-29.3262609057,-29.3262609057
C01407,c1ccccc1,30,6,c1ccccc1,0,-12.5249215073,-12.5249215073
C00280,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,114,19,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,0,-49.0267087374,-49.0267087374
C00188,C[C@@H](O)[C@H](N)C(=O)O,48,4,C[C@@H](O)[C@H]([NH3+])C(O)=O,1,-22.7057720741,-22.7057720741
C00502,O=C(O)[C@H](O)[C@@H](O)[C@H](O)CO,66,5,OC[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,0,-32.2087332366,-32.2087332366
C16737,O=C[C@H](O)[C@@H](O)[C@H](O)CC(=O)O,70,6,O[C@H](CC(O)=O)[C@H](O)[C@@H](O)C=O,0,-33.9142407713,-33.9142407713
C00515,NCCC[C@@H](N)C(=O)O,54,5,[NH3+]CCC[C@@H]([NH3+])C(O)=O,2,-24.6412940963,-24.6412940963
C06328,Oc1cc(O)c(O)c(Cl)c1,54,6,Oc1cc(O)c(O)c(Cl)c1,0,-25.2685242697,-25.2685242697
C00334,NCCCC(=O)O,42,4,[NH3+]CCCC(O)=O,1,-19.405418733,-19.405418733
C00671,CC[C@H](C)C(=O)C(=O)O,52,6,CC[C@H](C)C(=O)C(O)=O,0,-24.0056224038,-24.0056224038
C03251,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,96,6,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C=O,0,-46.712223917,-46.712223917
C16657,CCCC(CC(=O)O)C(=O)O,64,7,CCCC(CC(O)=O)C(O)=O,0,-29.8223226815,-29.8223226815
C01502,COc1ccccc1O,48,7,COc1ccccc1O,0,-21.6084811098,-21.6084811098
C11115,Cc1ccc(C=O)o1,42,6,Cc1ccc(C=O)o1,0,-19.1387002421,-19.1387002421
C00489,O=C(O)CCCC(=O)O,52,5,OC(=O)CCCC(O)=O,0,-24.8671118987,-24.8671118987
C00309,OCC1(O)OC[C@@H](O)[C@H]1O,60,5,OCC1(O)OC[C@@H](O)[C@H]1O,0,-28.8836834955,-28.8836834955
C00795,OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,72,6,OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0,-34.6550300871,-34.6550300871
C00001,O,8,0,O,0,-4.0720538253,-4.0720538253
C03943,C[C@H](N)C[C@@H](N)C(=O)O,54,5,C[C@H]([NH3+])C[C@@H]([NH3+])C(O)=O,2,-24.6270490297,-24.6270490297
C03871,N[C@@H](CCCC(=O)C(=O)O)C(=O)O,74,7,[NH3+][C@@H](CCCC(=O)C(O)=O)C(O)=O,1,-35.2155851713,-35.2155851713
C02532,N[C@H](COP(=O)(O)O)C(=O)O,66,3,[NH3+][C@H](COP(O)(O)=O)C(O)=O,1,-32.3039293184,-32.3039293184
C04272,CC(C)(O)[C@@H](O)C(=O)O,54,5,CC(C)(O)[C@@H](O)C(O)=O,0,-25.6089126551,-25.6089126551
C01216,O=C(O)C(=O)C[C@@H](O)[C@H](O)CO,70,6,OC[C@@H](O)[C@H](O)CC(=O)C(O)=O,0,-33.9072514759,-33.9072514759
C03228,O=C1CCCC(O)C1,46,6,OC1CCCC(=O)C1,0,-20.6868906259,-20.6868906259
C18246,CC(Cl)(Cl)Cl,32,2,CC(Cl)(Cl)Cl,0,-14.0613607092,-14.0613607092
C11499,O=C(O)[C@H](O)CS(=O)(=O)O,60,3,O[C@H](CS([O-])(=O)=O)C(O)=O,-1,-29.4304856707,-29.4304856707
C03499,CCOC(=O)C[C@@H](C)O,54,6,CCOC(=O)C[C@@H](C)O,0,-24.76342346,-24.76342346
C00163,CCC(=O)O,30,3,CCC(O)=O,0,-14.054019121,-14.054019121
C07478,C/C(=C/C=C(/O)C(=O)O)C(=O)O,66,7,C\\C(=C\\C=C(\\O)C(O)=O)C(O)=O,0,-31.5754683585,-31.5754683585
C01390,CC(C)=CCO,36,5,CC(C)=CCO,0,-15.6365721417,-15.6365721417
C01489,OC[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,74,6,OC[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,0,-35.4241032785,-35.4241032785
C02360,O=C(O)CCCC(O)C(=O)O,64,6,OC(CCCC(O)=O)C(O)=O,0,-30.6469958257,-30.6469958257
C03665,CC(C)(N)C(=O)O,42,4,CC(C)([NH3+])C(O)=O,1,-19.4033048814,-19.4033048814
C00168,O=C(O)C(=O)CO,40,3,OCC(=O)C(O)=O,0,-19.88254737,-19.88254737
C00379,OC[C@H](O)[C@@H](O)[C@H](O)CO,62,5,OC[C@H](O)[C@@H](O)[C@H](O)CO,0,-29.6387157276,-29.6387157276
C00345,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,102,6,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,0,-50.0488582497,-50.0488582497
C02845,CCC(C)=O,30,4,CCC(C)=O,0,-13.1956972674,-13.1956972674
C05985,C#CC=O,20,3,O=CC#C,0,-9.1132136155,-9.1132136155
C03844,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,78,7,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,0,-37.1109710743,-37.1109710743
C01113,O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,96,6,OC1O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@H]1O,0,-46.7178040853,-46.7178040853
C00522,CC(C)(CO)[C@@H](O)C(=O)O,60,6,CC(C)(CO)[C@@H](O)C(O)=O,0,-28.0755512146,-28.0755512146
C06471,C[C@H]1OC(O)[C@H](O)C[C@H]1O,60,6,C[C@H]1OC(O)[C@H](O)C[C@H]1O,0,-28.0428496345,-28.0428496345
C06678,O=S(=O)(O)c1ccc(CO)cc1,66,7,OCc1ccc(cc1)S([O-])(=O)=O,-1,-30.3560357,-30.3560357
C18473,N=C(N)NCC[C@H](O)[C@H](N)C(=O)O,76,6,NC(=[NH2+])NCC[C@H](O)[C@H]([NH3+])C(O)=O,2,-35.2845973208,-35.2845973208
C01545,CCCCCCCC=O,54,8,CCCCCCCC=O,0,-23.0792203549,-23.0792203549
C00279,O=C[C@H](O)[C@H](O)COP(=O)(O)O,72,4,O[C@H](COP(O)(O)=O)[C@@H](O)C=O,0,-35.1498172476,-35.1498172476
C11497,CC(=O)CSCCS(=O)(=O)O,66,5,CC(=O)CSCCS([O-])(=O)=O,-1,-30.1464717541,-30.1464717541
C14689,OCCOCCO,44,4,OCCOCCO,0,-20.5357100524,-20.5357100524
C00065,N[C@@H](CO)C(=O)O,42,3,[NH3+][C@@H](CO)C(O)=O,1,-20.2237718936,-20.2237718936
C06748,CC(C)N,26,3,CC(C)[NH3+],1,-11.0559394581,-11.0559394581
C12455,NCCCCC=O,42,5,[NH3+]CCCCC=O,1,-18.5248339592,-18.5248339592
C01452,O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO,72,6,OC[C@@H](O)[C@H](O)[C@@H](O)C(=O)CO,0,-34.638963374,-34.638963374
C15523,O=C(O)c1ccc(O)nc1O,58,6,OC(=O)c1ccc(O)nc1O,0,-27.8379354299,-27.8379354299
C00433,O=CCCC(=O)C(=O)O,50,5,OC(=O)C(=O)CCC=O,0,-24.0627104811,-24.0627104811
C14687,CCOCCO,38,4,CCOCCO,0,-17.2364712217,-17.2364712217
C00497,O=C(O)C[C@@H](O)C(=O)O,52,4,O[C@H](CC(O)=O)C(O)=O,0,-25.7051198919,-25.7051198919
C03239,NCCCCC(=O)C(=O)O,58,6,[NH3+]CCCCC(=O)C(O)=O,1,-26.8736577359,-26.8736577359
C02501,O=C(O)/C=C\C=C(\O)C(=O)O,60,6,OC(=O)\\C=C/C=C(/O)C(O)=O,0,-29.0969289111,-29.0969289111
C02378,NCCCCCC(=O)O,54,6,[NH3+]CCCCCC(O)=O,1,-24.3436749766,-24.3436749766
C00870,O=[N+]([O-])c1ccc(O)cc1,52,6,Oc1ccc(cc1)[N+]([O-])=O,0,-24.3753196408,-24.3753196408
C00073,CSCC[C@H](N)C(=O)O,54,5,CSCC[C@H]([NH3+])C(O)=O,1,-24.2837315538,-24.2837315538
C02126,Nc1ccc([N+](=O)[O-])cc1,52,6,[NH3+]c1ccc(cc1)[N+]([O-])=O,1,-23.9132430979,-23.9132430979
C03651,O=C(O)[C@H]1C[C@H](O)CN1,52,5,O[C@@H]1C[NH2+][C@H](C1)C(O)=O,1,-24.4131967802,-24.4131967802
C06613,O=C/C=C/Cl,28,3,Cl\\C=C\\C=O,0,-12.7111789652,-12.7111789652
C00095,OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,72,6,OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,0,-34.6574892332,-34.6574892332
C00986,NCCCN,32,3,[NH3+]CCC[NH3+],2,-13.7906062817,-13.7906062817
C00383,O=C(O)CC(=O)O,40,3,OC(=O)CC(O)=O,0,-19.9233865661,-19.9233865661
C00558,O=C(O)[C@H]1OC(O)(CO)[C@@H](O)[C@H]1O,76,6,OCC1(O)O[C@@H]([C@H](O)[C@@H]1O)C(O)=O,0,-37.2283653843,-37.2283653843
C03341,CC(=O)C[C@@H](N)C(=O)O,52,5,CC(=O)C[C@@H]([NH3+])C(O)=O,1,-24.4125452331,-24.4125452331
C00331,O=C(O)C(=O)Cc1c[nH]c2ccccc12,76,11,OC(=O)C(=O)Cc1c[nH]c2ccccc12,0,-34.5582333291,-34.5582333291
C19721,O=C(O)c1ccc(O)[nH]1,48,5,OC(=O)c1ccc(O)[nH]1,0,-22.790635524,-22.790635524
