KEGG,smiles,n_electrons,n_carbons,smiles_ph0,charge_ph0,energy_Ha,energy_solv_Ha
C00296,O=C(O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1,76,7,O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O,0,-36.4100306093,-36.4100306093
C00800,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,78,6,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O,0,-37.9851928228,-37.9851928228
C00984,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,72,6,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,0,-34.6555905802,-34.6555905802
C01062,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,76,6,OCC(=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,0,-37.2249212122,-37.2249212122
C01186,C[C@H](N)C[C@H](N)CC(=O)O,60,6,C[C@H]([NH3+])C[C@H]([NH3+])CC(O)=O,2,-27.1209037197,-27.1209037197
C03961,N[C@H](C(=O)O)[C@@H](O)C(=O)O,58,4,[NH3+][C@@H]([C@@H](O)C(O)=O)C(O)=O,1,-28.5674876541,-28.5674876541
C02923,Cc1cccc(O)c1O,48,7,Cc1cccc(O)c1O,0,-21.6357171031,-21.6357171031
C04404,O=C(O)[C@H]1CC[C@H](O)CC1,58,7,O[C@H]1CC[C@@H](CC1)C(O)=O,0,-26.492795732,-26.492795732
C07328,CC(C)CCO,38,5,CC(C)CCO,0,-16.4231261451,-16.4231261451
C02375,Oc1ccc(Cl)cc1O,48,6,Oc1ccc(Cl)cc1O,0,-21.9475533419,-21.9475533419
C01073,CC(=O)NCCC(=O)O,52,5,CC(=O)NCCC(O)=O,0,-24.3232016046,-24.3232016046
C03440,O=C(O)[C@H]1C[C@@H](O)CN1,52,5,O[C@H]1C[NH2+][C@H](C1)C(O)=O,1,-24.4129605164,-24.4129605164
C14453,Oc1ccc(Br)cc1,42,6,Oc1ccc(Br)cc1,0,-18.4653901973,-18.4653901973
C00166,O=C(O)C(=O)Cc1ccccc1,62,9,OC(=O)C(=O)Cc1ccccc1,0,-28.3565222224,-28.3565222224
C00077,NCCC[C@H](N)C(=O)O,54,5,[NH3+]CCC[C@H]([NH3+])C(O)=O,2,-24.6412909886,-24.6412909886
C17213,CSCCCC(N)C(=O)O,60,6,CSCCCC([NH3+])C(O)=O,1,-26.75764735,-26.75764735
C07103,O=C1C=CC(=O)C(O)=C1,46,6,OC1=CC(=O)C=CC1=O,0,-21.6768083196,-21.6768083196
C17356,O=COC[C@H]1CN2C(=O)C[C@@H]2O1,66,7,O=COC[C@H]1CN2[C@H](CC2=O)O1,0,-30.9731294142,-30.9731294142
C00184,O=C(CO)CO,36,3,OCC(=O)CO,0,-17.3172121862,-17.3172121862
C01826,CCC[C@H](N)C(=O)O,48,5,CCC[C@H]([NH3+])C(O)=O,1,-21.8671135226,-21.8671135226
C14602,ONc1cccc(O)c1,48,6,Oc1cccc([NH2+][OH2+])c1,2,-21.7910100928,-21.7910100928
C00666,N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O,76,7,[NH3+][C@@H](CCC[C@H]([NH3+])C(O)=O)C(O)=O,2,-35.4759405193,-35.4759405193
C06103,O=C(O)CCCCCO,54,6,OCCCCCC(O)=O,0,-24.7725700702,-24.7725700702
C00193,O=Cc1ccccc1,40,7,O=Cc1ccccc1,0,-17.5417743776,-17.5417743776
C05394,O=C1[C@@H](O)[C@H](O)O[C@H](CO)[C@@H]1O,70,6,OC[C@H]1O[C@@H](O)[C@H](O)C(=O)[C@H]1O,0,-33.8784705782,-33.8784705782
C11434,C[C@](O)(CO)[C@H](O)COP(=O)(O)O,80,5,C[C@](O)(CO)[C@H](O)COP(O)(O)=O,0,-38.4028047699,-38.4028047699
C00025,N[C@@H](CCC(=O)O)C(=O)O,58,5,[NH3+][C@@H](CCC(O)=O)C(O)=O,1,-27.750961702,-27.750961702
C04280,N=C(N)N[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,88,7,NC(=[NH2+])N[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,1,-41.5650183547,-41.5650183547
C01267,O=C(COP(=O)(O)O)Cc1c[nH]cn1,78,6,OP(O)(=O)OCC(=O)Cc1c[nH]c[nH+]1,1,-36.9065175604,-36.9065175604
C18351,Nc1ccc(O)c(O)c1,48,6,[NH3+]c1ccc(O)c(O)c1,1,-22.0386282421,-22.0386282421
C05345,O=P(O)(O)OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,96,6,OC[C@@]1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,0,-46.7166785041,-46.7166785041
C00273,O=C(CO)[C@@H](O)[C@H](O)C(=O)CO,70,6,OCC(=O)[C@@H](O)[C@H](O)C(=O)CO,0,-33.8912565442,-33.8912565442
C18653,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,74,7,Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,0,-35.3727113948,-35.3727113948
C03736,O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H]1O,84,5,O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,0,-40.9399738232,-40.9399738232
C01108,Oc1cccc(O)c1O,48,6,Oc1cccc(O)c1O,0,-22.4661536989,-22.4661536989
C16994,C[N+](C)(C)C[C@H](O)[C@@H](O)C(=O)[O-],72,7,C[N+](C)(C)C[C@H](O)[C@@H](O)C(O)=O,1,-33.4269831299,-33.4269831299
C02020,OC1CCCC1,36,5,OC1CCCC1,0,-15.6608870481,-15.6608870481
C16159,O=CC(CCC(=O)O)C(=O)O,62,6,OC(=O)CCC(C=O)C(O)=O,0,-29.8718159176,-29.8718159176
C18620,O=C(O)c1ncccc1O,52,6,OC(=O)c1[nH+]cccc1[O-],0,-24.4828411837,-24.4828411837
C03167,O=CCP(=O)(O)O,42,2,OP(O)(=O)CC=O,0,-20.3017906937,-20.3017906937
C05130,O=CCc1c[nH]cn1,42,5,O=CCc1c[nH]c[nH+]1,1,-19.0543526226,-19.0543526226
C02183,Oc1cc(O)cc(O)c1,48,6,Oc1cc(O)cc(O)c1,0,-22.4796873976,-22.4796873976
C17206,O=Cc1c[nH]c(=O)[nH]c1=O,52,5,O=CC1=CNC(=O)NC1=O,0,-24.8094840521,-24.8094840521
C00111,O=C(CO)COP(=O)(O)O,60,3,OCC(=O)COP(O)(O)=O,0,-29.3844486276,-29.3844486276
C03467,CC(C)C(=O)CC(=O)O,52,6,CC(C)C(=O)CC(O)=O,0,-24.0064648981,-24.0064648981
C11638,NCC(=O)COP(=O)(O)O,60,3,[NH3+]CC(=O)COP(O)(O)=O,1,-28.9598455241,-28.9598455241
C00117,O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H]1O,84,5,OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,0,-40.949578469,-40.949578469
C02912,C[C@@H](O)CO,32,3,C[C@@H](O)CO,0,-14.7751573776,-14.7751573776
C00514,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,78,6,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O,0,-37.9917754388,-37.9917754388
C00441,N[C@@H](CC=O)C(=O)O,46,4,[NH3+][C@@H](CC=O)C(O)=O,1,-21.9297297382,-21.9297297382
C05979,CCCO,26,3,CCCO,0,-11.476371904,-11.476371904
C06108,O=C(O)CF,30,2,OC(=O)CF,0,-15.551956586,-15.551956586
C06679,O=Cc1ccc(S(=O)(=O)O)cc1,64,7,[O-]S(=O)(=O)c1ccc(C=O)cc1,-1,-29.6057229227,-29.6057229227
C02420,CC(C)C#N,28,4,CC(C)C#N,0,-11.8976580388,-11.8976580388
C01110,NCCCC(=O)C(=O)O,52,5,[NH3+]CCCC(=O)C(O)=O,1,-24.3982534819,-24.3982534819
C06755,O=C(O)CCl,30,2,OC(=O)CCl,0,-14.3664900625,-14.3664900625
C05601,O=C(O)CCC(O)CC(=O)C(=O)O,74,7,OC(CCC(O)=O)CC(=O)C(O)=O,0,-35.6556813716,-35.6556813716
C06762,CCC(O)CC(=O)C(=O)O,58,6,CCC(O)CC(=O)C(O)=O,0,-27.3090271956,-27.3090271956
C02895,O=P(O)(O)OC[C@@H](O)[C@H](O)[C@@H](O)CO,86,5,OC[C@H](O)[C@@H](O)[C@H](O)COP(O)(O)=O,0,-41.7005124343,-41.7005124343
C03508,CC(=O)[C@H](N)C(=O)O,46,4,CC(=O)[C@H]([NH3+])C(O)=O,1,-21.9370439299,-21.9370439299
C03980,N[C@H]1C[C@@H](N)[C@H](O)[C@@H](O)[C@@H]1OP(=O)(O)O,90,6,[NH3+][C@@H]1C[C@H]([NH3+])[C@@H](OP(O)(O)=O)[C@H](O)[C@H]1O,2,-42.4513832304,-42.4513832304
C00474,OC[C@H](O)[C@H](O)[C@H](O)CO,62,5,OC[C@H](O)[C@H](O)[C@H](O)CO,0,-29.6363297003,-29.6363297003
C16432,CC1=N[C@H](C(=O)O)[C@@H](O)CN1,62,6,CC1=[NH+][C@@H]([C@@H](O)CN1)C(O)=O,1,-28.9314465718,-28.9314465718
C11149,O=C(O)C(Cl)Cl,36,2,OC(=O)C(Cl)Cl,0,-17.1466943001,-17.1466943001
C06102,O=CCCCCC(=O)O,52,6,OC(=O)CCCCC=O,0,-23.9991485433,-23.9991485433
C01097,O=P(O)(O)OC[C@H]1OC(O)(CO)[C@@H](O)[C@H]1O,96,6,OCC1(O)O[C@H](COP(O)(O)=O)[C@H](O)[C@@H]1O,0,-46.7223872321,-46.7223872321
C00993,C[C@@H](N)C(=O)N[C@H](C)C(=O)O,64,6,C[C@@H]([NH3+])C(=O)N[C@H](C)C(O)=O,1,-29.6904391338,-29.6904391338
C14219,Oc1ccccc1Cl,42,6,Oc1ccccc1Cl,0,-18.6405989493,-18.6405989493
C11822,N[C@@H](C=O)C(=O)O,40,3,[NH3+][C@@H](C=O)C(O)=O,1,-19.4315262067,-19.4315262067
C00349,CC(C=O)C(=O)O,40,4,CC(C=O)C(O)=O,0,-19.0580444804,-19.0580444804
C12121,N[C@@H]1CC(C(=O)O)=C[C@@H](O)[C@H]1O,68,7,[NH3+][C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O,1,-31.8983107701,-31.8983107701
C02266,O=C1OC[C@@H](O)[C@H](O)[C@H]1O,58,5,O[C@@H]1COC(=O)[C@H](O)[C@H]1O,0,-28.1187234715,-28.1187234715
C18319,CCC(C)C(=O)O,42,5,CCC(C)C(O)=O,0,-19.0024411899,-19.0024411899
C00275,O=P(O)(O)OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,96,6,OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O,0,-46.7199208952,-46.7199208952
C00803,CCCCC(=O)O,42,5,CCCCC(O)=O,0,-19.0014012862,-19.0014012862
C00846,O=C(O)CCC(=O)CC(=O)O,62,6,OC(=O)CCC(=O)CC(O)=O,0,-29.8698211657,-29.8698211657
C00691,O=C1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,70,6,O[C@H]1[C@H](O)[C@@H](O)C(=O)[C@@H](O)[C@@H]1O,0,-33.8948467883,-33.8948467883
C02714,CC(=O)NCCCCN,54,6,CC(=O)NCCCC[NH3+],1,-23.7904288063,-23.7904288063
C01149,C[N+](C)(C)CCCC=O,54,7,C[N+](C)(C)CCCC=O,1,-23.467411815,-23.467411815
C00739,NCCCC[C@@H](N)C(=O)O,60,6,[NH3+]CCCC[C@@H]([NH3+])C(O)=O,2,-27.1311415293,-27.1311415293
C01799,CCC[C@@H](N)C(=O)O,48,5,CCC[C@@H]([NH3+])C(O)=O,1,-21.8671016874,-21.8671016874
C03342,O=C(O)C(=O)[C@@H](O)[C@@H](O)[C@H](O)CO,76,6,OC[C@@H](O)[C@H](O)[C@H](O)C(=O)C(O)=O,0,-37.207153294,-37.207153294
C02022,O=C(CO)[C@H](O)CO,48,4,OC[C@@H](O)C(=O)CO,0,-23.0961948748,-23.0961948748
C00673,O=P(O)(O)OC[C@H]1OC(O)C[C@@H]1O,78,5,OC1C[C@H](O)[C@@H](COP(O)(O)=O)O1,0,-37.6412402897,-37.6412402897
C00246,CCCC(=O)O,36,4,CCCC(O)=O,0,-16.5197149155,-16.5197149155
C00148,O=C(O)[C@@H]1CCCN1,46,5,OC(=O)[C@@H]1CCC[NH2+]1,1,-21.1075045737,-21.1075045737
C11150,O=C(O)C(Cl)(Cl)Cl,42,2,OC(=O)C(Cl)(Cl)Cl,0,-19.9372370166,-19.9372370166
C19321,Nc1cc([N+](=O)[O-])ccc1O,58,6,[NH3+]c1cc(ccc1O)[N+]([O-])=O,1,-27.2397272168,-27.2397272168
C19679,O=CC(=O)[C@@H](O)[C@H](O)[C@@H](O)CO,70,6,OC[C@H](O)[C@@H](O)[C@H](O)C(=O)C=O,0,-33.8736046204,-33.8736046204
C01751,Oc1cccc(O)c1,42,6,Oc1cccc(O)c1,0,-19.1610797312,-19.1610797312
C00245,NCCS(=O)(=O)O,44,2,[NH3+]CCS([O-])(=O)=O,0,-20.7479069297,-20.7479069297
C01380,OCCO,26,2,OCCO,0,-12.2974756201,-12.2974756201
C05145,CC(CN)C(=O)O,42,4,CC(C[NH3+])C(O)=O,1,-19.4112150981,-19.4112150981
C03752,N[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO,78,6,[NH3+][C@H]([C@@H](O)[C@H](O)[C@H](O)CO)C(O)=O,1,-37.5759330144,-37.5759330144
C06142,CCCCO,32,4,CCCCO,0,-13.9501334832,-13.9501334832
C11476,O=C[C@H](O)[C@@H](O)[C@@H](O)CO,60,5,OC[C@H](O)[C@H](O)[C@@H](O)C=O,0,-28.8661145078,-28.8661145078
C17714,CCCCCCC(=O)O,54,7,CCCCCCC(O)=O,0,-23.9482115906,-23.9482115906
C03604,O=C(CO)[C@H](O)COP(=O)(O)O,72,4,OCC(=O)[C@H](O)COP(O)(O)=O,0,-35.1488555818,-35.1488555818
C00204,O=C(O)C(=O)C[C@H](O)[C@H](O)CO,70,6,OC[C@@H](O)[C@@H](O)CC(=O)C(O)=O,0,-33.9124280704,-33.9124280704
C16843,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,66,6,OC[C@H]1[NH2+]C[C@H](O)[C@@H](O)[C@@H]1O,1,-30.932895315,-30.932895315
C18028,C[C@@H]1OC(=O)[C@@H](O)[C@H](O)[C@@H]1O,64,6,C[C@@H]1OC(=O)[C@@H](O)[C@H](O)[C@@H]1O,0,-30.594838552,-30.594838552
C17146,N=C(N)NCCCCO,54,5,NC(=[NH2+])NCCCCO,1,-24.1423938588,-24.1423938588
C00261,O=Cc1ccccc1,40,7,O=Cc1ccccc1,0,-17.5417726643,-17.5417726643
C02220,N/C(=C/C=C\C(=O)O)C(=O)O,60,6,[NH3+]\\C(=C\\C=C/C(O)=O)C([O-])=O,0,-28.5120741338,-28.5120741338
C04421,N[C@@H](CCC[C@H](NC(=O)CCC(=O)O)C(=O)O)C(=O)O,114,11,[NH3+][C@@H](CCC[C@H](NC(=O)CCC(O)=O)C(O)=O)C(O)=O,1,-53.7929272211,-53.7929272211
C00628,O=C(O)c1cc(O)ccc1O,58,7,OC(=O)c1cc(O)ccc1O,0,-27.5108891855,-27.5108891855
C00740,N[C@H](CO)C(=O)O,42,3,[NH3+][C@H](CO)C(O)=O,1,-20.2165139873,-20.2165139873
C06145,C#CCC=O,26,4,O=CCC#C,0,-11.5878154071,-11.5878154071
C00402,N[C@H](CC(=O)O)C(=O)O,52,4,[NH3+][C@H](CC(O)=O)C(O)=O,1,-25.2643323761,-25.2643323761
C00037,NCC(=O)O,30,2,[NH3+]CC(O)=O,1,-14.4258740439,-14.4258740439
C03365,CO[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O,78,7,CO[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O,0,-37.1150702682,-37.1150702682
C00149,O=C(O)C[C@H](O)C(=O)O,52,4,O[C@@H](CC(O)=O)C(O)=O,0,-25.7025276179,-25.7025276179
C08349,N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,72,6,[NH3+][C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,1,-34.2322909473,-34.2322909473
C01412,CCCC=O,30,4,CCCC=O,0,-13.1858237576,-13.1858237576
C05942,O=C(O)c1ccc[nH]1,42,5,OC(=O)c1ccc[nH]1,0,-19.4790797771,-19.4790797771
C06451,O=P(O)(O)CCO,44,2,OCCP(O)(O)=O,0,-21.0707492211,-21.0707492211
C00957,O=C(O)C(=O)CS,40,3,OC(=O)C(=O)CS,0,-18.9988063376,-18.9988063376
C17385,COc1ccc([N+](=O)[O-])cc1O,64,7,COc1ccc(cc1O)[N+]([O-])=O,0,-30.1428606419,-30.1428606419
C00969,O=CCCO,30,3,OCCC=O,0,-14.0084794204,-14.0084794204
C00587,O=C(O)c1cccc(O)c1,52,7,OC(=O)c1cccc(O)c1,0,-24.2006631439,-24.2006631439
C06614,O=C(O)/C=C/Cl,34,3,OC(=O)\\C=C\\Cl,0,-16.0525894913,-16.0525894913
C00048,O=CC(=O)O,28,2,OC(=O)C=O,0,-14.0974286987,-14.0974286987
C02095,C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,66,6,C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,0,-31.3477592166,-31.3477592166
C00508,OCC1(O)OC[C@H](O)[C@@H]1O,60,5,OCC1(O)OC[C@H](O)[C@@H]1O,0,-28.8684133956,-28.8684133956
C02991,C[C@H](O)[C@@H]1OC(=O)[C@H](O)[C@@H]1O,64,6,C[C@H](O)[C@@H]1OC(=O)[C@H](O)[C@@H]1O,0,-30.6090434603,-30.6090434603
C00819,NC(=O)CC[C@@H](N)C(=O)O,58,5,NC(=O)CC[C@@H]([NH3+])C(O)=O,1,-27.2011076353,-27.2011076353
C00099,NCCC(=O)O,36,3,[NH3+]CCC(O)=O,1,-16.9341582322,-16.9341582322
C00430,NCC(=O)CCC(=O)O,52,5,[NH3+]CC(=O)CCC(O)=O,1,-24.4105623841,-24.4105623841
C12518,O=CCCCC=O,40,5,O=CCCCC=O,0,-18.1918197813,-18.1918197813
C02800,O=CC(=O)CCC(=O)O,50,5,OC(=O)CCC(=O)C=O,0,-24.0594580951,-24.0594580951
C02479,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,60,5,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,0,-28.8736699898,-28.8736699898
C16742,NC[C@@H](O)CC[C@H](N)C(=O)O,66,6,[NH3+]C[C@@H](O)CC[C@H]([NH3+])C(O)=O,2,-30.4376602518,-30.4376602518
C00534,Cc1ncc(CO)c(CN)c1O,66,8,Cc1[nH+]cc(CO)c(C[NH3+])c1[O-],1,-29.8014771533,-29.8014771533
C11537,O=C(O)[C@@H](O)CS(=O)(=O)O,60,3,O[C@@H](CS([O-])(=O)=O)C(O)=O,-1,-29.4304947001,-29.4304947001
C03505,CC(=O)COP(=O)(O)O,54,3,CC(=O)COP(O)(O)=O,0,-26.0818538497,-26.0818538497
C00583,CC(O)CO,32,3,CC(O)CO,0,-14.7775437365,-14.7775437365
C05127,Cn1cnc(CCN)c1,50,6,Cn1c[nH+]c(CC[NH3+])c1,2,-21.7558962875,-21.7558962875
C06612,OC/C=C\Cl,30,3,OC\\C=C/Cl,0,-13.4754034016,-13.4754034016
C01510,OC[C@@H]1OC(O)[C@@H](O)[C@@H]1O,60,5,OC[C@@H]1OC(O)[C@@H](O)[C@@H]1O,0,-28.8713042752,-28.8713042752
C04175,O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)O)C[C@@H]1O,102,5,O[C@H]1C[C@@H](OP(O)(O)=O)O[C@@H]1COP(O)(O)=O,0,-49.6996243225,-49.6996243225
C03557,NCCP(=O)(O)O,44,2,[NH3+]CCP(O)(O)=O,1,-20.6377662088,-20.6377662088
C03194,C[C@@H](O)CN,32,3,C[C@@H](O)C[NH3+],1,-14.3625840994,-14.3625840994
C06677,Cc1ccc(S(=O)(=O)O)cc1,60,7,Cc1ccc(cc1)S([O-])(=O)=O,-1,-27.0590896568,-27.0590896568
C02627,N[C@H]1C[C@@H](N)[C@H](O)[C@@H](O)[C@@H]1O,66,6,[NH3+][C@H]1C[C@@H]([NH3+])[C@H](O)[C@@H](O)[C@@H]1O,2,-30.3971442167,-30.3971442167
C11488,CN(C=O)CO,36,3,CN(CO)C=O,0,-16.7927006452,-16.7927006452
C00747,c1ccncc1,30,5,c1cc[nH+]cc1,1,-12.9540719481,-12.9540719481
C01880,O=C1CCCCCO1,46,6,O=C1CCCCCO1,0,-20.6939859313,-20.6939859313
C06892,O=C(O)C[C@@H](O)[C@H](O)C(=O)CO,70,6,OCC(=O)[C@@H](O)[C@H](O)CC(O)=O,0,-33.9218847621,-33.9218847621
C06674,O=S(=O)(O)c1ccc(O)c(O)c1,66,6,Oc1ccc(cc1O)S([O-])(=O)=O,-1,-31.2072959549,-31.2072959549
C02132,CC(=O)CC(=O)C(=O)O,50,5,CC(=O)CC(=O)C(O)=O,0,-24.0740383933,-24.0740383933
C15478,C[C@H]1OC(O)[C@H](N)[C@@H](O)[C@H]1O,66,6,C[C@H]1OC(O)[C@H]([NH3+])[C@@H](O)[C@H]1O,1,-30.9322313953,-30.9322313953
C00571,NC1CCCCC1,42,6,[NH3+]C1CCCCC1,1,-17.722128806,-17.722128806
C01005,N[C@@H](COP(=O)(O)O)C(=O)O,66,3,[NH3+][C@@H](COP(O)(O)=O)C(O)=O,1,-32.2824871215,-32.2824871215
C00292,Nc1ccccc1,36,6,[NH3+]c1ccccc1,1,-15.4060068264,-15.4060068264
C03912,O=C(O)[C@@H]1CCC=N1,44,5,OC(=O)[C@@H]1CCC=[NH+]1,1,-20.3320440893,-20.3320440893
C02640,CC(C)CCN,38,5,CC(C)CC[NH3+],1,-15.9995641947,-15.9995641947
C00121,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,60,5,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,0,-28.8729731385,-28.8729731385
C01127,O=C(O)C(=O)CC(O)C(=O)O,62,5,OC(CC(=O)C(O)=O)C(O)=O,0,-30.7064625231,-30.7064625231
C05678,NCC(O)P(=O)(O)O,50,2,[NH3+]CC(O)P(O)(O)=O,1,-23.9386970888,-23.9386970888
C02723,CNCCCCN,44,5,C[NH2+]CCCC[NH3+],2,-18.7744754177,-18.7744754177
C01250,CC(=O)N[C@@H](CCC=O)C(=O)O,68,7,CC(=O)N[C@@H](CCC=O)C(O)=O,0,-31.8082818126,-31.8082818126
C00902,CCCCC(=O)C(=O)O,52,6,CCCCC(=O)C(O)=O,0,-24.0050813453,-24.0050813453
C00123,CC(C)C[C@H](N)C(=O)O,54,6,CC(C)C[C@H]([NH3+])C(O)=O,1,-24.3504434321,-24.3504434321
C00727,Cc1cc(O)cc(O)c1,48,7,Cc1cc(O)cc(O)c1,0,-21.6404767207,-21.6404767207
C00079,N[C@@H](Cc1ccccc1)C(=O)O,64,9,[NH3+][C@@H](Cc1ccccc1)C(O)=O,1,-28.6926907794,-28.6926907794
C04687,O=C(O)[C@H]1CC[C@H](O)[C@H](O)C1,64,7,O[C@H]1CC[C@@H](C[C@H]1O)C(O)=O,0,-29.7974501674,-29.7974501674
C16485,Oc1ccc(F)cc1,42,6,Oc1ccc(F)cc1,0,-19.834629526,-19.834629526
C03241,O=C1CCCCC(O)O1,52,6,OC1CCCCC(=O)O1,0,-24.0081188156,-24.0081188156
C18170,CC(=O)NCCC=O,46,5,CC(=O)NCCC=O,0,-20.9830385403,-20.9830385403
C06615,O=C(O)/C=C\Cl,34,3,OC(=O)\\C=C/Cl,0,-16.0569347802,-16.0569347802
C06311,O=P(O)(O)OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,98,6,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)COP(O)(O)=O,0,-47.4792895204,-47.4792895204
C00431,NCCCCC(=O)O,48,5,[NH3+]CCCCC(O)=O,1,-21.8681604074,-21.8681604074
C16356,Cn1c(=O)[nH]c2[nH]c(=O)n(C)c2c1=O,74,7,CN1C(=O)NC2=C1C(=O)N(C)C(=O)N2,0,-34.559977741,-34.559977741
C07329,CC(C)CC=O,36,5,CC(C)CC=O,0,-15.659881964,-15.659881964
C00183,CC(C)[C@H](N)C(=O)O,48,5,CC(C)[C@H]([NH3+])C(O)=O,1,-21.8687878133,-21.8687878133
C14866,O=CC(Cl)(Cl)Cl,36,2,ClC(Cl)(Cl)C=O,0,-16.5887026794,-16.5887026794
C19246,O=CC1CO1,28,3,O=CC1CO1,0,-13.1989904827,-13.1989904827
C00479,CCC=O,24,3,CCC=O,0,-10.7118959588,-10.7118959588
C11496,C[C@@H](O)CSCCS(=O)(=O)O,68,5,C[C@@H](O)CSCCS([O-])(=O)=O,-1,-30.8969524313,-30.8969524313
C00216,OC1OC[C@@H](O)[C@@H](O)[C@@H]1O,60,5,O[C@@H]1COC(O)[C@@H](O)[C@@H]1O,0,-28.875143115,-28.875143115
C06384,NC(=O)NCO,36,2,NC(=O)NCO,0,-17.1179172643,-17.1179172643
C01569,OC[C@H](O)C(O)(CO)CO,62,5,OC[C@H](O)C(O)(CO)CO,0,-29.6424163753,-29.6424163753
C00633,O=Cc1ccc(O)cc1,46,7,Oc1ccc(C=O)cc1,0,-20.8612551014,-20.8612551014
C14463,CC[C@@](C)(O)C(=O)C(=O)O,58,6,CC[C@@](C)(O)C(=O)C(O)=O,0,-27.3064443405,-27.3064443405
C00568,Nc1ccc(C(=O)O)cc1,52,7,[NH3+]c1ccc(cc1)C(O)=O,1,-23.7565847193,-23.7565847193
C03656,C[C@H](N)CC(=O)CC(=O)O,58,6,C[C@H]([NH3+])CC(=O)CC(O)=O,1,-26.9135722215,-26.9135722215
C03067,O=Cc1cccc(O)c1,46,7,Oc1cccc(C=O)c1,0,-20.8589482768,-20.8589482768
C00047,NCCCC[C@H](N)C(=O)O,60,6,[NH3+]CCCC[C@H]([NH3+])C(O)=O,2,-27.1311404667,-27.1311404667
